experiment_number,num_students,num_schools,capacities,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,num_manipulations,algorithm,k,probabilities,utilities,average_utility,average_percentage_manipulators,average_percentage_unassigned_students,average_number_manipulations
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,6,"[[0.115 0.116 0.12  0.117 0.099 0.101 0.086 0.076 0.    0.    0.17 ]
 [0.127 0.12  0.13  0.105 0.104 0.101 0.066 0.059 0.018 0.    0.17 ]
 [0.089 0.077 0.089 0.09  0.119 0.088 0.124 0.101 0.066 0.003 0.154]
 [0.143 0.126 0.111 0.089 0.092 0.102 0.078 0.081 0.049 0.002 0.127]
 [0.111 0.074 0.087 0.109 0.098 0.109 0.096 0.076 0.042 0.    0.198]
 [0.092 0.104 0.064 0.065 0.055 0.107 0.115 0.166 0.136 0.005 0.091]
 [0.084 0.072 0.085 0.09  0.113 0.103 0.121 0.153 0.071 0.001 0.107]
 [0.074 0.081 0.086 0.095 0.098 0.108 0.112 0.13  0.034 0.004 0.178]
 [0.089 0.109 0.113 0.106 0.104 0.09  0.11  0.1   0.045 0.    0.134]
 [0.076 0.121 0.115 0.134 0.118 0.091 0.092 0.037 0.    0.    0.216]]","[0.11454038 0.11327963 0.10003592 0.11349899 0.09939582 0.10015276
 0.10195025 0.09539712 0.1113988  0.10137044]",0.10510201243196397,62.0,15.449999999999998,13.1
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,7,"[[0.117 0.11  0.097 0.111 0.115 0.104 0.087 0.088 0.06  0.01  0.101]
 [0.15  0.109 0.102 0.094 0.097 0.101 0.076 0.083 0.065 0.028 0.095]
 [0.065 0.081 0.102 0.091 0.091 0.1   0.113 0.107 0.127 0.027 0.096]
 [0.146 0.136 0.116 0.119 0.087 0.075 0.075 0.059 0.05  0.013 0.124]
 [0.092 0.073 0.084 0.09  0.082 0.104 0.115 0.131 0.117 0.04  0.072]
 [0.079 0.101 0.09  0.079 0.088 0.112 0.106 0.101 0.14  0.021 0.083]
 [0.1   0.105 0.085 0.082 0.096 0.096 0.116 0.108 0.109 0.009 0.094]
 [0.066 0.107 0.104 0.116 0.112 0.095 0.103 0.107 0.074 0.007 0.109]
 [0.137 0.094 0.092 0.1   0.105 0.096 0.099 0.1   0.073 0.015 0.089]
 [0.048 0.084 0.128 0.118 0.127 0.117 0.11  0.116 0.042 0.008 0.102]]","[0.11622026 0.11446766 0.09661979 0.11563574 0.09770033 0.09988195
 0.10472466 0.10258844 0.11260666 0.09989172]",0.10603372065837564,62.0,9.65,12.2
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,8,"[[0.089 0.084 0.085 0.084 0.101 0.108 0.097 0.11  0.103 0.05  0.089]
 [0.138 0.099 0.095 0.098 0.091 0.1   0.087 0.095 0.086 0.039 0.072]
 [0.125 0.094 0.114 0.089 0.085 0.096 0.096 0.105 0.083 0.042 0.071]
 [0.122 0.15  0.103 0.112 0.088 0.088 0.092 0.079 0.071 0.    0.095]
 [0.093 0.113 0.116 0.09  0.101 0.095 0.099 0.101 0.086 0.029 0.077]
 [0.066 0.076 0.079 0.109 0.109 0.125 0.113 0.096 0.132 0.03  0.065]
 [0.051 0.084 0.103 0.099 0.096 0.115 0.116 0.13  0.107 0.033 0.066]
 [0.092 0.1   0.102 0.089 0.12  0.099 0.113 0.101 0.092 0.035 0.057]
 [0.126 0.119 0.086 0.118 0.101 0.089 0.09  0.088 0.099 0.028 0.056]
 [0.098 0.081 0.117 0.112 0.108 0.085 0.097 0.095 0.109 0.018 0.08 ]]","[0.10061253 0.10860017 0.10568249 0.11174211 0.10412971 0.1005037
 0.09721187 0.10499474 0.11386003 0.1028633 ]",0.10502006412037312,57.00000000000001,7.279999999999999,8.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,9,"[[0.101 0.117 0.1   0.108 0.09  0.1   0.112 0.105 0.089 0.056 0.022]
 [0.123 0.104 0.111 0.111 0.095 0.093 0.102 0.081 0.094 0.047 0.039]
 [0.077 0.073 0.095 0.101 0.097 0.128 0.097 0.113 0.093 0.092 0.034]
 [0.127 0.131 0.126 0.098 0.088 0.079 0.08  0.091 0.096 0.039 0.045]
 [0.152 0.137 0.103 0.079 0.09  0.088 0.091 0.082 0.077 0.054 0.047]
 [0.087 0.085 0.095 0.111 0.099 0.105 0.101 0.097 0.109 0.087 0.024]
 [0.063 0.083 0.099 0.093 0.106 0.108 0.106 0.113 0.123 0.087 0.019]
 [0.086 0.067 0.07  0.096 0.13  0.101 0.121 0.124 0.105 0.079 0.021]
 [0.09  0.101 0.092 0.092 0.096 0.105 0.098 0.105 0.115 0.07  0.036]
 [0.094 0.102 0.109 0.111 0.109 0.093 0.092 0.089 0.099 0.054 0.048]]","[0.11046153 0.10847395 0.09573251 0.10889556 0.11412847 0.10096651
 0.09873808 0.09851329 0.10178088 0.10304715]",0.1040737924793613,50.0,3.35,5.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,10,"[[0.105 0.108 0.081 0.122 0.103 0.102 0.089 0.097 0.093 0.1   0.   ]
 [0.088 0.105 0.111 0.1   0.08  0.114 0.108 0.096 0.087 0.111 0.   ]
 [0.105 0.097 0.091 0.101 0.1   0.099 0.111 0.115 0.097 0.084 0.   ]
 [0.103 0.091 0.088 0.097 0.105 0.107 0.102 0.116 0.104 0.087 0.   ]
 [0.092 0.091 0.117 0.094 0.108 0.089 0.099 0.098 0.1   0.112 0.   ]
 [0.104 0.101 0.093 0.093 0.113 0.116 0.1   0.077 0.099 0.104 0.   ]
 [0.11  0.098 0.117 0.101 0.091 0.097 0.101 0.101 0.098 0.086 0.   ]
 [0.096 0.106 0.094 0.09  0.11  0.096 0.079 0.103 0.118 0.108 0.   ]
 [0.098 0.096 0.094 0.096 0.099 0.104 0.101 0.108 0.103 0.101 0.   ]
 [0.099 0.107 0.114 0.106 0.091 0.076 0.11  0.089 0.101 0.107 0.   ]]","[0.10166259 0.10031565 0.10064208 0.0993559  0.0976517  0.10049649
 0.1033593  0.09821212 0.09940576 0.1004539 ]",0.10015554761433094,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,boston,10,"[[0.095 0.102 0.111 0.092 0.099 0.114 0.1   0.094 0.098 0.095 0.   ]
 [0.095 0.105 0.084 0.085 0.112 0.109 0.114 0.103 0.1   0.093 0.   ]
 [0.096 0.091 0.091 0.109 0.099 0.102 0.101 0.111 0.097 0.103 0.   ]
 [0.102 0.103 0.098 0.1   0.105 0.101 0.108 0.106 0.086 0.091 0.   ]
 [0.105 0.096 0.101 0.104 0.099 0.1   0.103 0.098 0.096 0.098 0.   ]
 [0.091 0.11  0.103 0.089 0.105 0.101 0.1   0.092 0.107 0.102 0.   ]
 [0.102 0.085 0.106 0.117 0.099 0.092 0.088 0.086 0.104 0.121 0.   ]
 [0.092 0.103 0.102 0.101 0.086 0.102 0.104 0.101 0.106 0.103 0.   ]
 [0.118 0.078 0.094 0.097 0.104 0.089 0.09  0.116 0.11  0.104 0.   ]
 [0.104 0.127 0.11  0.106 0.092 0.09  0.092 0.093 0.096 0.09  0.   ]]","[0.10079169 0.09870518 0.09816468 0.10158755 0.10098416 0.09964994
 0.09970543 0.09913549 0.09832033 0.10372597]",0.10007704267112519,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,1,"[[0.095 0.057 0.101 0.1   0.    0.    0.    0.    0.    0.    0.647]
 [0.084 0.06  0.152 0.1   0.    0.    0.    0.    0.    0.    0.604]
 [0.082 0.138 0.101 0.1   0.    0.    0.    0.    0.    0.    0.579]
 [0.109 0.113 0.143 0.    0.    0.    0.    0.    0.    0.    0.635]
 [0.141 0.068 0.1   0.1   0.    0.    0.    0.    0.    0.    0.591]
 [0.047 0.19  0.05  0.1   0.    0.    0.    0.    0.    0.    0.613]
 [0.091 0.125 0.048 0.1   0.    0.    0.    0.    0.    0.    0.636]
 [0.097 0.183 0.    0.1   0.    0.    0.    0.    0.    0.    0.62 ]
 [0.175 0.034 0.1   0.    0.    0.    0.    0.    0.    0.    0.691]
 [0.079 0.032 0.205 0.3   0.    0.    0.    0.    0.    0.    0.384]]","[0.05829803 0.05953195 0.06555449 0.06076361 0.06637439 0.05973731
 0.05909983 0.06491875 0.0595071  0.09239087]",0.06461763307705329,57.99999999999999,60.0,9.6
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,2,"[[0.094 0.096 0.133 0.038 0.    0.076 0.    0.    0.    0.    0.563]
 [0.04  0.085 0.12  0.115 0.144 0.    0.    0.    0.    0.    0.496]
 [0.078 0.079 0.075 0.156 0.115 0.    0.    0.    0.    0.    0.497]
 [0.071 0.103 0.136 0.098 0.    0.    0.    0.    0.    0.    0.592]
 [0.141 0.089 0.047 0.157 0.076 0.    0.    0.    0.    0.    0.49 ]
 [0.101 0.09  0.056 0.19  0.068 0.    0.    0.    0.    0.    0.495]
 [0.123 0.093 0.118 0.068 0.    0.08  0.    0.    0.    0.    0.518]
 [0.122 0.128 0.107 0.03  0.052 0.    0.    0.    0.    0.    0.561]
 [0.186 0.172 0.055 0.    0.    0.    0.    0.    0.    0.    0.587]
 [0.044 0.065 0.153 0.148 0.    0.    0.    0.    0.    0.    0.59 ]]","[0.06943732 0.06718675 0.07222792 0.06352518 0.07915293 0.07461692
 0.07544519 0.07198932 0.07974565 0.06092059]",0.07142477672267435,60.0,53.89,10.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,3,"[[0.132 0.142 0.118 0.091 0.    0.073 0.011 0.    0.    0.    0.433]
 [0.081 0.079 0.076 0.093 0.147 0.217 0.    0.    0.    0.    0.307]
 [0.053 0.063 0.065 0.116 0.164 0.199 0.007 0.    0.    0.    0.333]
 [0.055 0.057 0.108 0.156 0.045 0.091 0.    0.    0.    0.    0.488]
 [0.141 0.135 0.117 0.085 0.107 0.    0.    0.    0.    0.    0.415]
 [0.102 0.081 0.098 0.062 0.101 0.197 0.    0.    0.    0.    0.359]
 [0.093 0.123 0.102 0.123 0.063 0.071 0.006 0.    0.    0.    0.419]
 [0.119 0.114 0.083 0.086 0.17  0.031 0.    0.    0.    0.    0.397]
 [0.167 0.161 0.153 0.075 0.    0.    0.    0.    0.    0.    0.444]
 [0.057 0.045 0.08  0.113 0.199 0.091 0.    0.    0.    0.    0.415]]","[0.08868529 0.08522515 0.08331627 0.07103953 0.0903309  0.08881304
 0.08439578 0.08943264 0.09821892 0.07614589]",0.08556033929331208,61.0,40.1,12.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,4,"[[0.076 0.123 0.136 0.116 0.101 0.073 0.044 0.006 0.    0.    0.325]
 [0.051 0.059 0.083 0.1   0.156 0.144 0.118 0.    0.    0.    0.289]
 [0.05  0.07  0.052 0.077 0.13  0.172 0.161 0.032 0.    0.    0.256]
 [0.14  0.111 0.072 0.075 0.059 0.079 0.178 0.048 0.    0.    0.238]
 [0.092 0.102 0.125 0.116 0.097 0.102 0.    0.    0.    0.    0.366]
 [0.08  0.086 0.103 0.095 0.112 0.138 0.087 0.013 0.    0.    0.286]
 [0.137 0.1   0.109 0.106 0.091 0.084 0.04  0.    0.    0.    0.333]
 [0.132 0.135 0.119 0.098 0.077 0.046 0.094 0.014 0.    0.    0.285]
 [0.22  0.149 0.127 0.12  0.043 0.    0.    0.    0.    0.    0.341]
 [0.022 0.065 0.074 0.097 0.134 0.162 0.132 0.028 0.    0.    0.286]]","[0.09467882 0.08347651 0.08792612 0.09629619 0.0886289  0.09507553
 0.09615118 0.10468271 0.11493298 0.08353759]",0.09453865345653752,62.0,30.05,13.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,5,"[[0.105 0.113 0.124 0.114 0.097 0.079 0.039 0.061 0.02  0.    0.248]
 [0.071 0.081 0.085 0.088 0.114 0.113 0.121 0.135 0.002 0.    0.19 ]
 [0.081 0.084 0.089 0.105 0.119 0.14  0.107 0.041 0.    0.    0.234]
 [0.088 0.087 0.095 0.082 0.097 0.1   0.113 0.1   0.008 0.    0.23 ]
 [0.099 0.09  0.106 0.121 0.125 0.095 0.098 0.026 0.    0.    0.24 ]
 [0.063 0.069 0.092 0.108 0.086 0.134 0.134 0.036 0.013 0.    0.265]
 [0.122 0.144 0.097 0.096 0.083 0.072 0.102 0.064 0.006 0.    0.214]
 [0.121 0.142 0.112 0.089 0.099 0.076 0.074 0.067 0.004 0.    0.216]
 [0.2   0.142 0.155 0.131 0.101 0.042 0.    0.    0.    0.    0.229]
 [0.05  0.048 0.045 0.066 0.079 0.149 0.21  0.145 0.024 0.    0.184]]","[0.10008487 0.09191497 0.09570804 0.09266457 0.09606965 0.09210463
 0.10727608 0.1078474  0.12327409 0.08542041]",0.0992364698685156,62.0,22.499999999999996,13.5
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,6,"[[0.111 0.104 0.101 0.12  0.112 0.095 0.083 0.075 0.    0.    0.199]
 [0.042 0.066 0.075 0.091 0.116 0.119 0.131 0.15  0.06  0.    0.15 ]
 [0.079 0.089 0.085 0.072 0.09  0.111 0.128 0.121 0.075 0.001 0.149]
 [0.14  0.126 0.121 0.109 0.09  0.073 0.075 0.069 0.019 0.002 0.176]
 [0.105 0.084 0.08  0.096 0.124 0.103 0.107 0.136 0.042 0.    0.123]
 [0.069 0.097 0.101 0.093 0.092 0.112 0.123 0.1   0.043 0.    0.17 ]
 [0.14  0.108 0.102 0.096 0.104 0.089 0.088 0.078 0.061 0.    0.134]
 [0.094 0.109 0.123 0.111 0.081 0.095 0.087 0.081 0.041 0.003 0.175]
 [0.17  0.157 0.154 0.13  0.109 0.076 0.033 0.    0.    0.    0.171]
 [0.05  0.06  0.058 0.082 0.082 0.127 0.145 0.168 0.075 0.007 0.146]]","[0.10219695 0.08933555 0.09654279 0.10776916 0.10014221 0.09837197
 0.10941695 0.10459105 0.12384385 0.08920006]",0.10214105374634283,63.0,15.929999999999998,13.3
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,7,"[[0.051 0.083 0.116 0.105 0.125 0.11  0.117 0.107 0.055 0.    0.131]
 [0.075 0.056 0.056 0.089 0.096 0.116 0.12  0.156 0.151 0.031 0.054]
 [0.051 0.095 0.074 0.077 0.096 0.12  0.129 0.118 0.113 0.031 0.096]
 [0.155 0.114 0.11  0.121 0.099 0.089 0.075 0.064 0.044 0.009 0.12 ]
 [0.104 0.103 0.073 0.081 0.101 0.117 0.09  0.121 0.112 0.021 0.077]
 [0.088 0.118 0.133 0.1   0.101 0.084 0.093 0.094 0.073 0.015 0.101]
 [0.108 0.082 0.087 0.116 0.109 0.099 0.111 0.098 0.078 0.009 0.103]
 [0.125 0.108 0.134 0.115 0.089 0.093 0.091 0.06  0.067 0.008 0.11 ]
 [0.146 0.152 0.139 0.122 0.093 0.072 0.074 0.048 0.019 0.    0.135]
 [0.097 0.089 0.078 0.074 0.091 0.1   0.1   0.133 0.129 0.031 0.078]]","[0.09773287 0.09366269 0.09584926 0.11228768 0.10278076 0.10769732
 0.10616989 0.10980898 0.11810772 0.09747619]",0.10415733672803273,65.0,10.05,12.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,8,"[[0.103 0.109 0.085 0.088 0.105 0.112 0.093 0.097 0.108 0.024 0.076]
 [0.064 0.076 0.081 0.088 0.097 0.121 0.109 0.125 0.138 0.07  0.031]
 [0.087 0.094 0.098 0.088 0.091 0.115 0.107 0.101 0.106 0.051 0.062]
 [0.137 0.093 0.121 0.097 0.095 0.075 0.107 0.089 0.078 0.027 0.081]
 [0.096 0.093 0.082 0.121 0.093 0.1   0.09  0.11  0.093 0.052 0.07 ]
 [0.084 0.08  0.1   0.106 0.106 0.105 0.108 0.105 0.123 0.032 0.051]
 [0.104 0.103 0.109 0.123 0.089 0.084 0.103 0.099 0.073 0.023 0.09 ]
 [0.106 0.138 0.106 0.096 0.12  0.088 0.086 0.086 0.073 0.032 0.069]
 [0.132 0.119 0.107 0.093 0.113 0.092 0.091 0.101 0.056 0.028 0.068]
 [0.087 0.095 0.111 0.1   0.091 0.108 0.106 0.087 0.107 0.009 0.099]]","[0.10153474 0.09483434 0.10145443 0.10641294 0.10162439 0.10329413
 0.10680833 0.11028549 0.1096764  0.09996075]",0.10358859366259814,57.99999999999999,6.969999999999999,8.6
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,9,"[[0.13  0.134 0.111 0.094 0.097 0.073 0.112 0.091 0.087 0.019 0.052]
 [0.083 0.093 0.107 0.112 0.097 0.095 0.095 0.1   0.097 0.098 0.023]
 [0.162 0.115 0.102 0.079 0.098 0.094 0.087 0.096 0.078 0.036 0.053]
 [0.142 0.103 0.115 0.103 0.094 0.091 0.09  0.076 0.095 0.039 0.052]
 [0.094 0.108 0.079 0.09  0.101 0.129 0.099 0.083 0.116 0.062 0.039]
 [0.061 0.082 0.085 0.083 0.111 0.101 0.113 0.125 0.111 0.102 0.026]
 [0.113 0.118 0.107 0.118 0.083 0.097 0.083 0.094 0.098 0.041 0.048]
 [0.083 0.093 0.101 0.118 0.099 0.103 0.099 0.108 0.094 0.061 0.041]
 [0.088 0.083 0.111 0.107 0.112 0.117 0.096 0.1   0.089 0.07  0.027]
 [0.044 0.071 0.082 0.096 0.108 0.1   0.126 0.127 0.135 0.083 0.028]]","[0.10885763 0.10060704 0.10895449 0.10904792 0.1016239  0.09546236
 0.10714867 0.10224382 0.10083507 0.09119635]",0.10259772521747071,46.0,3.8899999999999997,4.6
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,10,"[[0.104 0.099 0.096 0.107 0.084 0.113 0.109 0.083 0.098 0.107 0.   ]
 [0.082 0.1   0.104 0.094 0.105 0.091 0.086 0.113 0.105 0.12  0.   ]
 [0.102 0.103 0.101 0.09  0.096 0.1   0.111 0.096 0.099 0.102 0.   ]
 [0.112 0.113 0.098 0.08  0.103 0.108 0.091 0.082 0.111 0.102 0.   ]
 [0.095 0.09  0.104 0.099 0.12  0.087 0.101 0.106 0.099 0.099 0.   ]
 [0.097 0.087 0.1   0.098 0.09  0.092 0.117 0.111 0.103 0.105 0.   ]
 [0.11  0.105 0.104 0.109 0.09  0.104 0.099 0.094 0.103 0.082 0.   ]
 [0.101 0.098 0.108 0.117 0.101 0.098 0.089 0.099 0.098 0.091 0.   ]
 [0.1   0.098 0.097 0.097 0.101 0.114 0.096 0.114 0.092 0.091 0.   ]
 [0.097 0.107 0.088 0.109 0.11  0.093 0.101 0.102 0.092 0.101 0.   ]]","[0.09994354 0.09680272 0.09992823 0.10101178 0.09867308 0.09779033
 0.10312639 0.10136943 0.09965609 0.09995874]",0.09982603274361221,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,boston,10,"[[0.09  0.091 0.114 0.118 0.102 0.102 0.096 0.097 0.097 0.093 0.   ]
 [0.104 0.114 0.086 0.081 0.109 0.11  0.099 0.089 0.105 0.103 0.   ]
 [0.111 0.09  0.1   0.099 0.096 0.102 0.099 0.1   0.094 0.109 0.   ]
 [0.105 0.104 0.104 0.118 0.097 0.102 0.086 0.082 0.102 0.1   0.   ]
 [0.102 0.115 0.101 0.097 0.088 0.096 0.086 0.121 0.106 0.088 0.   ]
 [0.098 0.095 0.107 0.11  0.097 0.098 0.1   0.105 0.079 0.111 0.   ]
 [0.093 0.106 0.095 0.109 0.104 0.091 0.106 0.093 0.118 0.085 0.   ]
 [0.104 0.085 0.104 0.094 0.097 0.103 0.105 0.1   0.104 0.104 0.   ]
 [0.098 0.097 0.092 0.084 0.112 0.101 0.112 0.121 0.082 0.101 0.   ]
 [0.095 0.103 0.097 0.09  0.098 0.095 0.111 0.092 0.113 0.106 0.   ]]","[0.10056805 0.09886922 0.10000321 0.1025993  0.10265694 0.09972922
 0.10045782 0.09741194 0.0985703  0.09719337]",0.0998059362938438,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,1,"[[0.041 0.192 0.1   0.    0.    0.    0.    0.    0.    0.    0.667]
 [0.083 0.068 0.248 0.1   0.    0.    0.    0.    0.    0.    0.501]
 [0.105 0.    0.302 0.1   0.    0.    0.    0.    0.    0.    0.493]
 [0.09  0.128 0.154 0.    0.    0.    0.    0.    0.    0.    0.628]
 [0.081 0.108 0.052 0.2   0.    0.    0.    0.    0.    0.    0.559]
 [0.085 0.1   0.046 0.2   0.    0.    0.    0.    0.    0.    0.569]
 [0.097 0.094 0.    0.2   0.    0.    0.    0.    0.    0.    0.609]
 [0.185 0.067 0.    0.    0.    0.    0.    0.    0.    0.    0.748]
 [0.138 0.139 0.    0.    0.    0.    0.    0.    0.    0.    0.723]
 [0.095 0.104 0.098 0.    0.    0.    0.    0.    0.    0.    0.703]]","[0.05462918 0.07450156 0.07779361 0.06814678 0.07136244 0.06511841
 0.06049888 0.05122557 0.05417966 0.05392768]",0.06313837601943295,53.0,62.0,8.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,2,"[[0.077 0.076 0.084 0.183 0.049 0.    0.    0.    0.    0.    0.531]
 [0.055 0.062 0.14  0.17  0.023 0.    0.    0.    0.    0.    0.55 ]
 [0.111 0.1   0.095 0.142 0.    0.    0.    0.    0.    0.    0.552]
 [0.168 0.151 0.062 0.    0.    0.082 0.    0.    0.    0.    0.537]
 [0.122 0.079 0.065 0.147 0.048 0.025 0.    0.    0.    0.    0.514]
 [0.085 0.079 0.095 0.09  0.162 0.    0.    0.    0.    0.    0.489]
 [0.044 0.059 0.106 0.172 0.184 0.    0.    0.    0.    0.    0.435]
 [0.199 0.158 0.025 0.067 0.    0.    0.    0.    0.    0.    0.551]
 [0.083 0.129 0.174 0.    0.    0.    0.    0.    0.    0.    0.614]
 [0.056 0.107 0.154 0.029 0.052 0.    0.    0.    0.    0.    0.602]]","[0.06813299 0.06706274 0.07384648 0.08581795 0.07392908 0.07633916
 0.08130566 0.08337079 0.06691691 0.06456481]",0.07412865709448621,60.0,53.75,10.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,3,"[[0.026 0.054 0.055 0.203 0.242 0.022 0.    0.    0.    0.    0.398]
 [0.068 0.091 0.105 0.144 0.127 0.01  0.    0.    0.    0.    0.455]
 [0.098 0.091 0.101 0.1   0.125 0.088 0.    0.    0.    0.    0.397]
 [0.151 0.126 0.148 0.077 0.052 0.    0.    0.    0.    0.    0.446]
 [0.1   0.085 0.105 0.053 0.    0.351 0.    0.    0.    0.    0.306]
 [0.08  0.084 0.073 0.084 0.166 0.116 0.    0.    0.    0.    0.397]
 [0.06  0.052 0.089 0.114 0.037 0.283 0.    0.    0.    0.    0.365]
 [0.166 0.153 0.116 0.053 0.11  0.011 0.    0.    0.    0.    0.391]
 [0.151 0.149 0.123 0.078 0.    0.071 0.007 0.    0.    0.    0.421]
 [0.1   0.115 0.085 0.094 0.138 0.025 0.    0.    0.    0.    0.443]]","[0.07739695 0.08008131 0.086834   0.09720761 0.09582715 0.08630177
 0.08565614 0.09883705 0.09501236 0.08740678]",0.08905611319915765,60.0,40.19,12.1
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,4,"[[0.    0.045 0.059 0.086 0.169 0.188 0.088 0.01  0.    0.    0.355]
 [0.086 0.1   0.082 0.102 0.114 0.072 0.056 0.015 0.    0.    0.373]
 [0.109 0.101 0.1   0.115 0.117 0.111 0.064 0.    0.    0.    0.283]
 [0.123 0.111 0.111 0.107 0.079 0.095 0.091 0.012 0.    0.    0.271]
 [0.118 0.096 0.086 0.092 0.059 0.126 0.128 0.028 0.    0.    0.267]
 [0.122 0.104 0.114 0.079 0.058 0.121 0.124 0.017 0.    0.    0.261]
 [0.067 0.097 0.095 0.095 0.105 0.098 0.106 0.027 0.    0.    0.31 ]
 [0.133 0.142 0.113 0.088 0.066 0.075 0.131 0.014 0.    0.    0.238]
 [0.142 0.116 0.146 0.114 0.094 0.034 0.    0.    0.    0.    0.354]
 [0.1   0.088 0.094 0.122 0.139 0.08  0.068 0.    0.    0.    0.309]]","[0.07116949 0.08480248 0.10027205 0.10658724 0.0980535  0.10060307
 0.09056504 0.10661844 0.10080892 0.10171855]",0.09611988027144298,62.0,30.21,12.9
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,5,"[[0.    0.051 0.098 0.117 0.148 0.16  0.1   0.042 0.    0.    0.284]
 [0.048 0.064 0.09  0.095 0.075 0.115 0.145 0.128 0.014 0.    0.226]
 [0.068 0.095 0.092 0.094 0.096 0.113 0.117 0.069 0.009 0.    0.247]
 [0.134 0.108 0.084 0.098 0.115 0.098 0.092 0.057 0.    0.    0.214]
 [0.126 0.093 0.104 0.098 0.098 0.079 0.115 0.065 0.003 0.    0.219]
 [0.099 0.093 0.103 0.091 0.09  0.105 0.135 0.062 0.004 0.    0.218]
 [0.078 0.088 0.103 0.112 0.104 0.1   0.099 0.036 0.008 0.    0.272]
 [0.152 0.152 0.1   0.082 0.091 0.076 0.086 0.102 0.004 0.    0.155]
 [0.137 0.145 0.125 0.119 0.086 0.072 0.049 0.035 0.004 0.    0.228]
 [0.158 0.111 0.101 0.094 0.097 0.082 0.06  0.067 0.    0.    0.23 ]]","[0.07906949 0.08808585 0.09147769 0.11014764 0.10535532 0.10233879
 0.09500329 0.11484194 0.11052794 0.11114206]",0.1007990021936073,61.0,22.93,13.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,6,"[[0.    0.061 0.086 0.11  0.138 0.118 0.149 0.107 0.067 0.    0.164]
 [0.058 0.08  0.064 0.076 0.065 0.123 0.145 0.17  0.092 0.011 0.116]
 [0.045 0.074 0.102 0.128 0.114 0.106 0.133 0.085 0.    0.    0.213]
 [0.147 0.101 0.104 0.093 0.107 0.108 0.077 0.095 0.032 0.    0.136]
 [0.123 0.117 0.123 0.112 0.082 0.099 0.084 0.07  0.046 0.    0.144]
 [0.071 0.078 0.085 0.088 0.11  0.106 0.106 0.153 0.027 0.002 0.174]
 [0.109 0.084 0.116 0.09  0.103 0.107 0.099 0.098 0.041 0.003 0.15 ]
 [0.095 0.122 0.101 0.126 0.106 0.089 0.086 0.054 0.039 0.    0.182]
 [0.183 0.166 0.123 0.081 0.077 0.071 0.045 0.067 0.05  0.    0.137]
 [0.169 0.117 0.096 0.096 0.098 0.073 0.076 0.065 0.037 0.    0.173]]","[0.08330402 0.09153196 0.09068054 0.11462842 0.11301232 0.09737689
 0.10659383 0.10390859 0.12177139 0.11419283]",0.10370007893229302,62.0,15.89,13.0
