experiment_number,num_students,num_schools,capacities,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,num_manipulations,algorithm,k,probabilities,utilities,average_utility,average_percentage_manipulators,average_percentage_unassigned_students,average_number_manipulations
1.0,20,7,[1 3 3 2 1 1 9],True,5,10,100,0.02,6,gs,2,"[[0.081 0.183 0.133 0.033 0.086 0.    0.    0.484]
 [0.116 0.244 0.103 0.03  0.    0.    0.    0.507]
 [0.023 0.117 0.167 0.144 0.041 0.    0.    0.508]
 [0.06  0.146 0.11  0.136 0.082 0.    0.    0.466]
 [0.069 0.195 0.137 0.074 0.078 0.    0.    0.447]
 [0.    0.076 0.172 0.136 0.15  0.042 0.    0.424]
 [0.064 0.166 0.141 0.088 0.    0.    0.    0.541]
 [0.042 0.098 0.142 0.101 0.15  0.053 0.    0.414]
 [0.028 0.111 0.153 0.099 0.053 0.043 0.036 0.477]
 [0.053 0.161 0.169 0.09  0.017 0.    0.    0.51 ]
 [0.087 0.188 0.142 0.066 0.    0.    0.    0.517]
 [0.023 0.138 0.166 0.101 0.029 0.    0.    0.543]
 [0.093 0.212 0.113 0.073 0.    0.038 0.    0.471]
 [0.011 0.084 0.182 0.157 0.086 0.    0.    0.48 ]
 [0.078 0.221 0.099 0.053 0.    0.048 0.    0.501]
 [0.022 0.09  0.161 0.18  0.018 0.036 0.    0.493]
 [0.036 0.117 0.203 0.13  0.    0.    0.    0.514]
 [0.049 0.204 0.194 0.03  0.034 0.    0.    0.489]
 [0.034 0.121 0.153 0.155 0.    0.045 0.    0.492]
 [0.031 0.128 0.16  0.124 0.032 0.042 0.    0.483]]","[0.11950729 0.12186026 0.09232823 0.10868226 0.11452802 0.09768037
 0.10041114 0.09923047 0.09096096 0.09959152 0.11401795 0.0931827
 0.12509215 0.08949122 0.10737999 0.0885915  0.09811676 0.10913949
 0.09884227 0.09255266]",0.10305936147714508,71.0,48.80499999999999,25.7
1.0,20,7,[1 3 3 2 1 1 9],True,5,10,100,0.02,6,gs,3,"[[0.072 0.168 0.128 0.08  0.038 0.036 0.102 0.376]
 [0.095 0.232 0.19  0.05  0.019 0.    0.    0.414]
 [0.027 0.111 0.144 0.094 0.05  0.134 0.077 0.363]
 [0.055 0.144 0.153 0.095 0.071 0.038 0.    0.444]
 [0.072 0.155 0.149 0.059 0.083 0.061 0.053 0.368]
 [0.015 0.093 0.156 0.155 0.07  0.033 0.    0.478]
 [0.045 0.182 0.184 0.118 0.018 0.    0.    0.453]
 [0.032 0.119 0.118 0.103 0.058 0.095 0.117 0.358]
 [0.051 0.115 0.104 0.091 0.061 0.141 0.008 0.429]
 [0.037 0.108 0.13  0.102 0.084 0.059 0.046 0.434]
 [0.089 0.26  0.17  0.061 0.019 0.    0.    0.401]
 [0.04  0.159 0.138 0.084 0.02  0.086 0.073 0.4  ]
 [0.113 0.228 0.168 0.046 0.    0.062 0.002 0.381]
 [0.015 0.084 0.126 0.157 0.086 0.063 0.002 0.467]
 [0.076 0.181 0.168 0.078 0.041 0.032 0.    0.424]
 [0.047 0.13  0.143 0.119 0.065 0.021 0.    0.475]
 [0.03  0.152 0.173 0.143 0.029 0.    0.    0.473]
 [0.068 0.211 0.166 0.067 0.018 0.    0.051 0.419]
 [0.021 0.1   0.155 0.178 0.08  0.    0.    0.466]
 [0.    0.068 0.137 0.12  0.09  0.109 0.006 0.47 ]]","[0.12120534 0.13366533 0.1044461  0.11022935 0.11369532 0.09184443
 0.10859036 0.09708009 0.09349693 0.09758989 0.13339107 0.10612301
 0.13035366 0.08495904 0.1166067  0.09715146 0.10207187 0.11491961
 0.09700359 0.07657557]",0.10654993560422452,65.5,42.465,24.1
1.0,20,7,[1 3 3 2 1 1 9],True,5,10,100,0.02,6,gs,4,"[[0.073 0.168 0.141 0.087 0.039 0.02  0.217 0.255]
 [0.075 0.205 0.176 0.094 0.036 0.012 0.078 0.324]
 [0.043 0.119 0.134 0.095 0.05  0.119 0.166 0.274]
 [0.073 0.182 0.169 0.1   0.05  0.011 0.13  0.285]
 [0.084 0.17  0.135 0.104 0.044 0.031 0.143 0.289]
 [0.027 0.107 0.141 0.098 0.076 0.043 0.269 0.239]
 [0.013 0.165 0.178 0.098 0.074 0.    0.    0.472]
 [0.029 0.094 0.126 0.086 0.046 0.095 0.265 0.259]
 [0.01  0.107 0.124 0.112 0.081 0.068 0.188 0.31 ]
 [0.037 0.173 0.179 0.114 0.056 0.013 0.064 0.364]
 [0.045 0.194 0.154 0.117 0.05  0.035 0.064 0.341]
 [0.087 0.192 0.159 0.094 0.01  0.05  0.188 0.22 ]
 [0.087 0.172 0.133 0.101 0.016 0.072 0.257 0.162]
 [0.019 0.061 0.103 0.104 0.054 0.112 0.205 0.342]
 [0.073 0.17  0.16  0.092 0.04  0.046 0.202 0.217]
 [0.047 0.137 0.135 0.115 0.054 0.079 0.115 0.318]
 [0.059 0.163 0.164 0.111 0.049 0.025 0.076 0.353]
 [0.045 0.159 0.169 0.093 0.051 0.034 0.133 0.316]
 [0.057 0.138 0.179 0.09  0.054 0.058 0.075 0.349]
 [0.017 0.124 0.141 0.095 0.07  0.077 0.128 0.348]]","[0.12820157 0.12520773 0.11071095 0.12602426 0.11848868 0.10739559
 0.09607213 0.09675233 0.09181315 0.11139861 0.11256423 0.13224744
 0.12531949 0.08913321 0.12415287 0.10292899 0.11405688 0.10859477
 0.11357902 0.09143548]",0.11130386873831948,65.0,30.185000000000002,23.8
1.0,20,7,[1 3 3 2 1 1 9],True,5,10,100,0.02,6,gs,5,"[[0.065 0.134 0.153 0.111 0.051 0.053 0.236 0.197]
 [0.089 0.211 0.172 0.09  0.051 0.02  0.185 0.182]
 [0.024 0.145 0.136 0.108 0.05  0.073 0.253 0.211]
 [0.071 0.181 0.163 0.084 0.038 0.034 0.273 0.156]
 [0.07  0.13  0.141 0.093 0.045 0.033 0.32  0.168]
 [0.043 0.118 0.172 0.076 0.051 0.051 0.315 0.174]
 [0.057 0.17  0.177 0.116 0.055 0.021 0.166 0.238]
 [0.038 0.107 0.14  0.099 0.057 0.062 0.351 0.146]
 [0.024 0.094 0.142 0.103 0.055 0.076 0.371 0.135]
 [0.052 0.179 0.15  0.109 0.044 0.045 0.227 0.194]
 [0.047 0.19  0.163 0.106 0.058 0.013 0.227 0.196]
 [0.075 0.197 0.145 0.104 0.06  0.045 0.19  0.184]
 [0.065 0.154 0.142 0.098 0.044 0.049 0.302 0.146]
 [0.008 0.087 0.117 0.116 0.042 0.08  0.393 0.157]
 [0.093 0.185 0.138 0.085 0.04  0.047 0.202 0.21 ]
 [0.037 0.132 0.131 0.115 0.041 0.071 0.26  0.213]
 [0.063 0.201 0.169 0.098 0.038 0.049 0.052 0.33 ]
 [0.024 0.143 0.159 0.089 0.055 0.075 0.184 0.271]
 [0.026 0.135 0.147 0.106 0.059 0.052 0.334 0.141]
 [0.029 0.107 0.143 0.094 0.066 0.051 0.352 0.158]]","[0.12624867 0.12856899 0.11130229 0.12767088 0.10979018 0.11366564
 0.11697687 0.10795474 0.09935565 0.12080534 0.11825205 0.13331481
 0.11391308 0.09434719 0.12632488 0.10020829 0.12171495 0.10059075
 0.11085195 0.09601072]",0.11389339589833662,60.5,19.035000000000004,20.7
1.0,20,7,[1 3 3 2 1 1 9],True,5,10,100,0.02,6,gs,6,"[[0.076 0.178 0.128 0.088 0.049 0.052 0.278 0.151]
 [0.076 0.203 0.141 0.116 0.053 0.038 0.166 0.207]
 [0.047 0.152 0.144 0.091 0.035 0.048 0.371 0.112]
 [0.054 0.151 0.145 0.112 0.054 0.052 0.26  0.172]
 [0.053 0.157 0.172 0.101 0.057 0.045 0.27  0.145]
 [0.043 0.157 0.157 0.109 0.046 0.048 0.341 0.099]
 [0.054 0.16  0.173 0.098 0.045 0.046 0.276 0.148]
 [0.031 0.117 0.12  0.092 0.045 0.063 0.415 0.117]
 [0.04  0.111 0.135 0.096 0.059 0.06  0.404 0.095]
 [0.028 0.15  0.149 0.113 0.058 0.043 0.366 0.093]
 [0.053 0.147 0.141 0.093 0.054 0.043 0.305 0.164]
 [0.052 0.158 0.165 0.097 0.044 0.06  0.231 0.193]
 [0.03  0.11  0.14  0.089 0.056 0.056 0.463 0.056]
 [0.026 0.117 0.155 0.083 0.057 0.058 0.473 0.031]
 [0.092 0.167 0.16  0.097 0.055 0.046 0.177 0.206]
 [0.054 0.188 0.176 0.093 0.039 0.04  0.266 0.144]
 [0.058 0.165 0.156 0.11  0.044 0.057 0.217 0.193]
 [0.069 0.162 0.163 0.116 0.049 0.041 0.248 0.152]
 [0.035 0.129 0.136 0.098 0.051 0.056 0.402 0.093]
 [0.029 0.121 0.144 0.108 0.05  0.048 0.438 0.062]]","[0.12769361 0.12131638 0.11016652 0.1171875  0.11481704 0.12013929
 0.11491822 0.10024425 0.1009751  0.11154012 0.10671448 0.11706543
 0.10285509 0.10231494 0.12369409 0.11873742 0.11685874 0.12005632
 0.10639181 0.09879476]",0.1126240544228037,57.00000000000001,13.164999999999997,11.4
1.0,20,7,[1 3 3 2 1 1 9],True,5,10,100,0.02,6,gs,7,"[[0.049 0.16  0.152 0.107 0.051 0.039 0.442 0.   ]
 [0.057 0.161 0.131 0.111 0.048 0.046 0.446 0.   ]
 [0.034 0.139 0.159 0.117 0.053 0.045 0.453 0.   ]
 [0.048 0.169 0.138 0.076 0.048 0.062 0.459 0.   ]
 [0.046 0.169 0.153 0.112 0.049 0.046 0.425 0.   ]
 [0.045 0.143 0.137 0.096 0.04  0.059 0.48  0.   ]
 [0.058 0.145 0.159 0.101 0.06  0.05  0.427 0.   ]
 [0.033 0.149 0.136 0.097 0.046 0.049 0.49  0.   ]
 [0.054 0.141 0.137 0.1   0.056 0.055 0.457 0.   ]
 [0.045 0.148 0.136 0.115 0.043 0.046 0.467 0.   ]
 [0.048 0.155 0.172 0.095 0.046 0.04  0.444 0.   ]
 [0.049 0.157 0.155 0.1   0.05  0.044 0.445 0.   ]
 [0.049 0.148 0.164 0.086 0.057 0.06  0.436 0.   ]
 [0.049 0.135 0.144 0.083 0.062 0.053 0.474 0.   ]
 [0.056 0.15  0.16  0.083 0.037 0.061 0.453 0.   ]
 [0.055 0.137 0.138 0.102 0.043 0.052 0.473 0.   ]
 [0.045 0.147 0.157 0.11  0.053 0.06  0.428 0.   ]
 [0.056 0.162 0.153 0.106 0.047 0.045 0.431 0.   ]
 [0.068 0.146 0.176 0.091 0.063 0.04  0.416 0.   ]
 [0.056 0.139 0.143 0.112 0.048 0.048 0.454 0.   ]]","[0.11755256 0.10544775 0.10877774 0.11096001 0.11042693 0.10817922
 0.1130893  0.10607992 0.10974046 0.10890662 0.11046489 0.11109392
 0.11274039 0.10858763 0.10605845 0.10366212 0.10915855 0.11485881
 0.11839415 0.10785664]",0.11010180400134033,0.0,0.0,0.0
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,boston,7,"[[0.146 0.233 0.182 0.106 0.042 0.241 0.05  0.   ]
 [0.147 0.208 0.177 0.1   0.051 0.265 0.052 0.   ]
 [0.151 0.187 0.218 0.093 0.053 0.242 0.056 0.   ]
 [0.147 0.212 0.197 0.104 0.05  0.253 0.037 0.   ]
 [0.147 0.195 0.194 0.094 0.042 0.279 0.049 0.   ]
 [0.133 0.223 0.208 0.095 0.045 0.241 0.055 0.   ]
 [0.172 0.202 0.203 0.098 0.055 0.211 0.059 0.   ]
 [0.16  0.189 0.201 0.089 0.051 0.266 0.044 0.   ]
 [0.136 0.185 0.213 0.111 0.052 0.248 0.055 0.   ]
 [0.166 0.197 0.197 0.086 0.046 0.263 0.045 0.   ]
 [0.137 0.193 0.196 0.105 0.051 0.269 0.049 0.   ]
 [0.167 0.191 0.206 0.11  0.056 0.223 0.047 0.   ]
 [0.162 0.227 0.195 0.103 0.044 0.229 0.04  0.   ]
 [0.144 0.176 0.191 0.105 0.063 0.261 0.06  0.   ]
 [0.149 0.192 0.218 0.09  0.047 0.253 0.051 0.   ]
 [0.145 0.227 0.209 0.092 0.045 0.242 0.04  0.   ]
 [0.149 0.2   0.189 0.101 0.049 0.261 0.051 0.   ]
 [0.161 0.175 0.2   0.102 0.043 0.263 0.056 0.   ]
 [0.136 0.179 0.186 0.12  0.068 0.255 0.056 0.   ]
 [0.145 0.209 0.22  0.096 0.047 0.235 0.048 0.   ]]","[0.158348   0.156391   0.15577365 0.15680425 0.15285371 0.15855463
 0.16129934 0.15743443 0.15196285 0.15691356 0.15734021 0.16059723
 0.15933943 0.14958274 0.15625714 0.15934879 0.15491302 0.15507313
 0.15054641 0.15492808]",0.15621307951364635,0.0,0.0,0.0
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,1,"[[0.127 0.214 0.336 0.    0.    0.    0.    0.323]
 [0.04  0.205 0.388 0.1   0.    0.    0.    0.267]
 [0.181 0.118 0.313 0.    0.    0.    0.    0.388]
 [0.31  0.126 0.081 0.    0.    0.    0.    0.483]
 [0.116 0.171 0.243 0.1   0.    0.    0.    0.37 ]
 [0.182 0.241 0.082 0.1   0.    0.    0.    0.395]
 [0.144 0.201 0.322 0.    0.    0.    0.    0.333]
 [0.182 0.23  0.156 0.    0.    0.    0.    0.432]
 [0.087 0.134 0.163 0.4   0.    0.    0.    0.216]
 [0.    0.389 0.241 0.1   0.    0.    0.    0.27 ]
 [0.204 0.181 0.157 0.1   0.    0.    0.    0.358]
 [0.23  0.17  0.    0.2   0.    0.    0.    0.4  ]
 [0.128 0.26  0.167 0.1   0.    0.    0.    0.345]
 [0.124 0.247 0.077 0.2   0.    0.    0.    0.352]
 [0.09  0.234 0.157 0.2   0.    0.    0.    0.319]
 [0.14  0.186 0.309 0.    0.    0.    0.    0.365]
 [0.097 0.181 0.414 0.    0.    0.    0.    0.308]
 [0.167 0.184 0.075 0.2   0.    0.    0.    0.374]
 [0.234 0.134 0.159 0.1   0.    0.    0.    0.373]
 [0.217 0.194 0.16  0.    0.    0.    0.    0.429]]","[0.15568046 0.15574965 0.14280213 0.13130489 0.13944494 0.14326608
 0.16146646 0.14610184 0.15193758 0.15114046 0.1596577  0.13832573
 0.14504776 0.14367437 0.14332614 0.14319033 0.14826596 0.13635172
 0.14830458 0.14214342]",0.1463591101855802,66.5,35.5,22.1
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,2,"[[0.129 0.297 0.26  0.032 0.    0.    0.    0.282]
 [0.143 0.142 0.241 0.165 0.    0.045 0.    0.264]
 [0.159 0.24  0.203 0.03  0.069 0.    0.    0.299]
 [0.164 0.186 0.186 0.069 0.057 0.062 0.    0.276]
 [0.155 0.172 0.171 0.142 0.    0.057 0.    0.303]
 [0.241 0.224 0.145 0.082 0.    0.051 0.    0.257]
 [0.144 0.221 0.229 0.085 0.    0.    0.    0.321]
 [0.172 0.211 0.176 0.115 0.045 0.    0.    0.281]
 [0.094 0.154 0.222 0.163 0.095 0.048 0.    0.224]
 [0.089 0.165 0.245 0.103 0.    0.11  0.    0.288]
 [0.163 0.21  0.187 0.079 0.    0.051 0.    0.31 ]
 [0.117 0.173 0.154 0.152 0.142 0.    0.    0.262]
 [0.221 0.219 0.144 0.108 0.    0.051 0.    0.257]
 [0.132 0.235 0.222 0.054 0.025 0.072 0.    0.26 ]
 [0.036 0.15  0.277 0.134 0.047 0.067 0.    0.289]
 [0.128 0.166 0.235 0.054 0.043 0.062 0.    0.312]
 [0.117 0.182 0.268 0.127 0.    0.    0.    0.306]
 [0.229 0.261 0.134 0.056 0.    0.061 0.    0.259]
 [0.228 0.171 0.102 0.153 0.043 0.051 0.    0.252]
 [0.139 0.221 0.199 0.097 0.    0.    0.    0.344]]","[0.16460611 0.15892287 0.15723517 0.14689886 0.14867527 0.17450295
 0.15972872 0.16260649 0.15228554 0.13552424 0.15641853 0.15025191
 0.16222737 0.15737783 0.13442009 0.14393523 0.14506967 0.16517051
 0.1624426  0.14453783]",0.15414188974199328,65.0,28.229999999999997,23.5
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,3,"[[0.097 0.257 0.226 0.131 0.    0.045 0.    0.244]
 [0.117 0.206 0.243 0.123 0.    0.102 0.    0.209]
 [0.235 0.217 0.229 0.047 0.049 0.034 0.    0.189]
 [0.059 0.15  0.234 0.119 0.055 0.22  0.    0.163]
 [0.117 0.203 0.146 0.139 0.104 0.12  0.    0.171]
 [0.201 0.232 0.185 0.076 0.067 0.035 0.    0.204]
 [0.226 0.202 0.19  0.087 0.022 0.094 0.    0.179]
 [0.231 0.276 0.148 0.064 0.037 0.037 0.    0.207]
 [0.147 0.14  0.192 0.129 0.048 0.177 0.    0.167]
 [0.071 0.161 0.26  0.15  0.023 0.142 0.    0.193]
 [0.275 0.215 0.159 0.062 0.036 0.1   0.    0.153]
 [0.17  0.208 0.17  0.083 0.114 0.104 0.    0.151]
 [0.145 0.147 0.202 0.065 0.054 0.229 0.    0.158]
 [0.148 0.234 0.221 0.084 0.029 0.094 0.    0.19 ]
 [0.07  0.183 0.236 0.118 0.06  0.146 0.    0.187]
 [0.124 0.148 0.206 0.133 0.102 0.096 0.    0.191]
 [0.078 0.239 0.214 0.129 0.047 0.044 0.    0.249]
 [0.183 0.185 0.158 0.076 0.036 0.189 0.    0.173]
 [0.194 0.213 0.154 0.085 0.089 0.115 0.    0.15 ]
 [0.112 0.184 0.227 0.1   0.    0.18  0.    0.197]]","[0.15475801 0.15898173 0.17841791 0.1385624  0.1565499  0.1736058
 0.17976921 0.17902965 0.15573915 0.14398685 0.18777401 0.1693871
 0.14988786 0.16675853 0.14756673 0.15217112 0.14644408 0.1628479
 0.17279861 0.14682359]",0.16109300718757336,59.00000000000001,18.625,23.1
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,4,"[[0.145 0.204 0.229 0.097 0.063 0.145 0.    0.117]
 [0.151 0.211 0.215 0.104 0.033 0.216 0.    0.07 ]
 [0.261 0.249 0.192 0.076 0.01  0.1   0.001 0.111]
 [0.068 0.179 0.187 0.116 0.073 0.287 0.005 0.085]
 [0.07  0.202 0.193 0.117 0.073 0.242 0.004 0.099]
 [0.19  0.209 0.159 0.095 0.051 0.159 0.001 0.136]
 [0.202 0.228 0.205 0.095 0.014 0.149 0.001 0.106]
 [0.236 0.213 0.175 0.078 0.037 0.143 0.    0.118]
 [0.135 0.228 0.241 0.085 0.052 0.16  0.    0.099]
 [0.072 0.165 0.249 0.129 0.058 0.238 0.    0.089]
 [0.192 0.211 0.189 0.071 0.054 0.168 0.    0.115]
 [0.062 0.122 0.225 0.132 0.083 0.296 0.005 0.075]
 [0.137 0.17  0.174 0.134 0.087 0.217 0.    0.081]
 [0.19  0.232 0.155 0.081 0.074 0.162 0.001 0.105]
 [0.139 0.145 0.17  0.085 0.059 0.293 0.002 0.107]
 [0.104 0.216 0.213 0.107 0.083 0.129 0.    0.148]
 [0.107 0.262 0.22  0.1   0.013 0.223 0.    0.075]
 [0.23  0.213 0.193 0.091 0.026 0.138 0.001 0.108]
 [0.197 0.174 0.204 0.084 0.042 0.206 0.005 0.088]
 [0.112 0.167 0.212 0.123 0.013 0.318 0.002 0.053]]","[0.1688508  0.17320913 0.18916299 0.14501994 0.15010594 0.16759462
 0.18219668 0.18456527 0.16774415 0.1495645  0.17361964 0.14811264
 0.15977707 0.17838969 0.15272195 0.15690251 0.16402729 0.18091896
 0.17751875 0.15780118]",0.16639018485399823,57.49999999999999,9.924999999999999,24.7
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,5,"[[0.169 0.231 0.204 0.091 0.042 0.167 0.009 0.087]
 [0.118 0.233 0.242 0.103 0.027 0.215 0.005 0.057]
 [0.21  0.219 0.175 0.098 0.042 0.178 0.004 0.074]
 [0.177 0.161 0.176 0.105 0.054 0.256 0.011 0.06 ]
 [0.116 0.175 0.22  0.117 0.043 0.297 0.013 0.019]
 [0.217 0.202 0.177 0.086 0.045 0.18  0.008 0.085]
 [0.264 0.217 0.164 0.077 0.043 0.131 0.006 0.098]
 [0.222 0.273 0.195 0.064 0.037 0.11  0.001 0.098]
 [0.128 0.193 0.19  0.121 0.042 0.268 0.012 0.046]
 [0.064 0.173 0.24  0.114 0.076 0.274 0.019 0.04 ]
 [0.171 0.232 0.2   0.085 0.044 0.191 0.006 0.071]
 [0.126 0.222 0.218 0.094 0.043 0.264 0.01  0.023]
 [0.091 0.202 0.203 0.112 0.064 0.292 0.012 0.024]
 [0.136 0.197 0.206 0.103 0.064 0.223 0.003 0.068]
 [0.11  0.134 0.232 0.125 0.063 0.291 0.006 0.039]
 [0.113 0.15  0.184 0.117 0.065 0.328 0.005 0.038]
 [0.091 0.205 0.19  0.111 0.065 0.279 0.005 0.054]
 [0.172 0.227 0.18  0.087 0.053 0.222 0.007 0.052]
 [0.199 0.199 0.168 0.08  0.041 0.226 0.006 0.081]
 [0.106 0.155 0.236 0.11  0.047 0.295 0.015 0.036]]","[0.17019141 0.17192621 0.17614128 0.15878933 0.15669237 0.17831974
 0.18891821 0.18427666 0.16215419 0.15098997 0.17764509 0.17032111
 0.15395289 0.16764483 0.15709118 0.15228881 0.15403892 0.17285467
 0.17503309 0.15629516]",0.16677825570338783,64.0,5.749999999999999,19.1
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,6,"[[0.092 0.166 0.222 0.122 0.048 0.284 0.051 0.015]
 [0.155 0.189 0.209 0.095 0.058 0.245 0.03  0.019]
 [0.116 0.201 0.189 0.106 0.048 0.276 0.051 0.013]
 [0.166 0.215 0.209 0.08  0.044 0.24  0.029 0.017]
 [0.155 0.218 0.205 0.091 0.061 0.226 0.027 0.017]
 [0.149 0.231 0.193 0.093 0.062 0.227 0.028 0.017]
 [0.218 0.199 0.193 0.086 0.042 0.219 0.019 0.024]
 [0.225 0.222 0.186 0.081 0.042 0.208 0.011 0.025]
 [0.136 0.215 0.191 0.102 0.042 0.265 0.036 0.013]
 [0.087 0.169 0.23  0.115 0.049 0.285 0.05  0.015]
 [0.186 0.207 0.192 0.088 0.05  0.236 0.023 0.018]
 [0.151 0.189 0.174 0.112 0.056 0.26  0.039 0.019]
 [0.111 0.177 0.228 0.11  0.066 0.264 0.026 0.018]
 [0.156 0.201 0.204 0.105 0.053 0.236 0.025 0.02 ]
 [0.151 0.204 0.182 0.097 0.044 0.262 0.045 0.015]
 [0.186 0.214 0.195 0.114 0.036 0.212 0.026 0.017]
 [0.183 0.194 0.179 0.089 0.049 0.244 0.036 0.026]
 [0.132 0.188 0.214 0.101 0.048 0.274 0.027 0.016]
 [0.166 0.224 0.169 0.09  0.047 0.261 0.027 0.016]
 [0.079 0.177 0.236 0.123 0.055 0.276 0.041 0.013]]","[0.14883855 0.1690948  0.15216841 0.15941613 0.16470705 0.16683142
 0.17918574 0.18068765 0.16015384 0.14855896 0.17310897 0.16288096
 0.15428253 0.16553638 0.15894022 0.1700462  0.16317324 0.15912315
 0.1668505  0.15013712]",0.1626860911576234,48.0,1.765,9.6
1.0,20,7,[3 4 4 2 1 5 1],True,5,10,100,0.02,6,gs,7,"[[0.144 0.19  0.213 0.101 0.047 0.251 0.054 0.   ]
 [0.167 0.19  0.189 0.11  0.051 0.249 0.044 0.   ]
 [0.165 0.196 0.199 0.093 0.053 0.254 0.04  0.   ]
 [0.158 0.207 0.189 0.082 0.049 0.259 0.056 0.   ]
 [0.136 0.213 0.199 0.092 0.052 0.255 0.053 0.   ]
 [0.156 0.192 0.216 0.1   0.051 0.233 0.052 0.   ]
 [0.156 0.212 0.193 0.088 0.055 0.254 0.042 0.   ]
 [0.171 0.202 0.19  0.108 0.039 0.239 0.051 0.   ]
 [0.156 0.239 0.16  0.081 0.052 0.259 0.053 0.   ]
 [0.156 0.18  0.204 0.121 0.04  0.246 0.053 0.   ]
 [0.15  0.162 0.229 0.101 0.042 0.268 0.048 0.   ]
 [0.144 0.196 0.187 0.114 0.054 0.265 0.04  0.   ]
 [0.139 0.199 0.202 0.113 0.045 0.255 0.047 0.   ]
 [0.162 0.194 0.192 0.104 0.058 0.234 0.056 0.   ]
 [0.159 0.204 0.2   0.089 0.05  0.253 0.045 0.   ]
 [0.127 0.216 0.204 0.108 0.052 0.237 0.056 0.   ]
 [0.139 0.202 0.217 0.091 0.066 0.237 0.048 0.   ]
 [0.141 0.185 0.22  0.101 0.044 0.25  0.059 0.   ]
 [0.124 0.198 0.2   0.104 0.057 0.268 0.049 0.   ]
 [0.15  0.223 0.197 0.099 0.043 0.234 0.054 0.   ]]","[0.154331   0.15957827 0.15914344 0.15528086 0.1533092  0.15739676
 0.15779807 0.16039251 0.15459742 0.15485959 0.15824914 0.15496932
 0.15290943 0.15634845 0.15754808 0.152655   0.15765908 0.15326598
 0.15301175 0.15853584]",0.15609195934383344,0.0,0.0,0.0
1.0,20,7,[5 2 3 5 1 3 1],True,5,10,100,0.02,6,boston,7,"[[0.238 0.086 0.179 0.256 0.05  0.149 0.042 0.   ]
 [0.248 0.082 0.151 0.259 0.061 0.143 0.056 0.   ]
 [0.235 0.099 0.156 0.265 0.06  0.139 0.046 0.   ]
 [0.257 0.105 0.134 0.268 0.034 0.143 0.059 0.   ]
 [0.25  0.114 0.148 0.234 0.053 0.159 0.042 0.   ]
 [0.271 0.12  0.14  0.237 0.05  0.145 0.037 0.   ]
 [0.262 0.103 0.151 0.209 0.042 0.176 0.057 0.   ]
 [0.241 0.095 0.16  0.242 0.045 0.159 0.058 0.   ]
 [0.254 0.097 0.133 0.25  0.043 0.168 0.055 0.   ]
 [0.257 0.107 0.147 0.244 0.049 0.145 0.051 0.   ]
 [0.246 0.107 0.162 0.252 0.039 0.141 0.053 0.   ]
 [0.23  0.106 0.148 0.245 0.064 0.157 0.05  0.   ]
 [0.267 0.088 0.159 0.238 0.054 0.145 0.049 0.   ]
 [0.255 0.089 0.128 0.266 0.053 0.158 0.051 0.   ]
 [0.233 0.093 0.158 0.267 0.043 0.151 0.055 0.   ]
 [0.255 0.105 0.141 0.246 0.054 0.161 0.038 0.   ]
 [0.261 0.09  0.158 0.266 0.058 0.124 0.043 0.   ]
 [0.248 0.106 0.142 0.255 0.038 0.153 0.058 0.   ]
 [0.258 0.111 0.142 0.25  0.054 0.139 0.046 0.   ]
 [0.234 0.097 0.163 0.251 0.056 0.145 0.054 0.   ]]","[0.16336573 0.17174661 0.16733428 0.16371766 0.17287158 0.17372719
 0.16739889 0.16252417 0.16386333 0.16806544 0.16595678 0.16221784
 0.16811467 0.16289024 0.16691923 0.16370993 0.16687664 0.16501518
 0.16694882 0.16415488]",0.16637095521385398,0.0,0.0,0.0
