experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students
18.0,100,5,True,5,5,50,0.005,1.0,0,5,gs,4,100.0,8.262706203460693,0.2156364227796926,0.0,0.2156364227796926,20.72,22.56,2.8512,0.0,2.8512
18.0,100,5,True,5,5,50,0.005,1.0,0,5,gs,5,100.0,8.370748386383056,0.2159734571055923,0.0,0.2159734571055923,0.0,0.0,0.0,0.0,0.0
18.0,100,5,True,5,5,50,0.005,1.0,0,5,boston,5,100.0,5.619436225891113,0.2164501712993387,0.0,0.2164501712993387,0.0,0.0,0.0,0.0,0.0
19.0,100,5,True,5,5,50,0.01,0.5,50,2,gs,1,50.0,1.817850561141968,0.1598454383334869,0.0907952571641529,0.2288956195028209,47.52,76.28,39.4,73.84,4.96
19.0,100,5,True,5,5,50,0.01,0.5,50,2,gs,2,50.0,1.956270933151245,0.1899019523199371,0.1612955835242729,0.2185083211156012,49.48,69.4,23.336,46.107200000000006,0.5648
19.0,100,5,True,5,5,50,0.01,0.5,50,2,gs,3,50.0,2.214563951492309,0.208842519700639,0.2028436000610767,0.2148414393402014,39.28,52.96,10.4432,17.608,3.2784000000000004
19.0,100,5,True,5,5,50,0.01,0.5,50,2,gs,4,50.0,2.508817567825317,0.2148801859861581,0.2148796514322834,0.2148807205400329,12.56,14.16,3.5208,4.1664,2.8752000000000004
19.0,100,5,True,5,5,50,0.01,0.5,50,2,gs,5,50.0,2.5569069480895994,0.2160586597122669,0.2159431754925853,0.2161741439319485,0.0,0.0,0.0,0.0,0.0
19.0,100,5,True,5,5,50,0.01,0.5,50,2,boston,5,50.0,1.747951135635376,0.2164501712993387,0.2158874728728354,0.217012869725842,0.0,0.0,0.0,0.0,0.0
20.0,100,5,True,5,5,50,0.01,0.5,50,4,gs,1,50.0,2.237277002334595,0.1580479673206286,0.0925926325493911,0.223503302091866,48.36,93.84,37.44,73.2272,1.6528
20.0,100,5,True,5,5,50,0.01,0.5,50,4,gs,2,50.0,2.447227773666382,0.1887703834878472,0.1576957349983549,0.2198450319773394,49.52,77.56,23.8888,47.5136,0.264
20.0,100,5,True,5,5,50,0.01,0.5,50,4,gs,3,50.0,2.784978313446045,0.2085163418486134,0.2011126483371557,0.2159200353600711,40.16,56.68,10.724,18.3728,3.0752000000000006
20.0,100,5,True,5,5,50,0.01,0.5,50,4,gs,4,50.0,3.071854581832886,0.214714360803753,0.2142631365649537,0.2151655850425522,12.64,14.2,3.5672,4.3968,2.7376
20.0,100,5,True,5,5,50,0.01,0.5,50,4,gs,5,50.0,3.1214928817749024,0.2162226792127338,0.2160777922693388,0.2163675661561289,0.0,0.0,0.0,0.0,0.0
20.0,100,5,True,5,5,50,0.01,0.5,50,4,boston,5,50.0,2.107150897979736,0.2164501712993387,0.2158874728728354,0.217012869725842,0.0,0.0,0.0,0.0,0.0
3.0,100,5,True,5,5,50,0.002,0.5,50,5,gs,1,50.0,2.1027029037475584,0.1590209458457159,0.094202286449437,0.2238396052419948,48.76,95.6,37.08,72.848,1.3119999999999998
3.0,100,5,True,5,5,50,0.002,0.5,50,5,gs,2,50.0,2.309351472854614,0.1884178108866225,0.1561581910313675,0.2206774307418774,49.76,82.44,24.16,48.1504,0.1696
3.0,100,5,True,5,5,50,0.002,0.5,50,5,gs,3,50.0,2.624512414932251,0.2089078343719352,0.2011013786425213,0.2167142901013491,44.32,66.08,10.424,18.9792,1.8688
3.0,100,5,True,5,5,50,0.002,0.5,50,5,gs,4,50.0,2.9032354736328125,0.2155628606654523,0.2152480252565071,0.2158776960743975,20.24,22.6,2.8672000000000004,3.8976,1.8368
3.0,100,5,True,5,5,50,0.002,0.5,50,5,gs,5,50.0,2.9482996559143064,0.2162156720214708,0.2164510508038505,0.2159802932390911,0.0,0.0,0.0,0.0,0.0
3.0,100,5,True,5,5,50,0.002,0.5,50,5,boston,5,50.0,1.986948003768921,0.2164501712993387,0.2158874728728354,0.217012869725842,0.0,0.0,0.0,0.0,0.0
21.0,100,5,True,5,5,50,0.01,0.5,50,5,gs,1,50.0,2.28323166847229,0.1585555616621252,0.0935658514998566,0.2235452718243937,48.68,94.76,37.12,72.94720000000001,1.2928
21.0,100,5,True,5,5,50,0.01,0.5,50,5,gs,2,50.0,2.510086479187012,0.1885447972853146,0.1566854733722127,0.2204041211984165,49.52,78.84,24.0296,47.8288,0.2304
21.0,100,5,True,5,5,50,0.01,0.5,50,5,gs,3,50.0,2.831149072647095,0.208469860230505,0.2014582854528418,0.2154814350081682,39.76,56.12,10.823999999999998,18.4016,3.2464
21.0,100,5,True,5,5,50,0.01,0.5,50,5,gs,4,50.0,3.123377475738525,0.2146091236801595,0.2142787160507448,0.2149395313095743,12.4,14.04,3.5912,4.2944,2.888
