experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,utility_rating_in_experiment,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students,k_to_schools_ratio
153.0,200,20,True,5,5,50,0.005,1.0,0,20,gs,16,100.0,1687.333663930893,6.0,0.0497145676452497,0.0,0.0497145676452497,10.6,38.2,15.622800000000002,0.0,15.622800000000002,0.8
153.0,200,20,True,5,5,50,0.005,1.0,0,20,gs,17,100.0,1748.607731781006,5.0,0.0500411540781246,0.0,0.0500411540781246,11.54,36.96,13.306400000000002,0.0,13.306400000000002,0.85
153.0,200,20,True,5,5,50,0.005,1.0,0,20,gs,18,100.0,1797.8174713611602,4.0,0.0503783769438827,0.0,0.0503783769438827,9.68,26.72,10.2564,0.0,10.2564,0.9
153.0,200,20,True,5,5,50,0.005,1.0,0,20,gs,19,100.0,1841.8087197399136,3.0,0.0506709892878959,0.0,0.0506709892878959,9.0,18.08,6.6524,0.0,6.6524,0.95
153.0,200,20,True,5,5,50,0.005,1.0,0,20,gs,20,100.0,1843.0002538490296,2.0,0.0508545416078827,0.0,0.0508545416078827,0.0,0.0,0.0,0.0,0.0,1.0
153.0,200,20,True,5,5,50,0.005,1.0,0,20,boston,20,100.0,1225.078932981491,1.0,0.050908886680205,0.0,0.050908886680205,0.0,0.0,0.0,0.0,0.0,1.0
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,1,50.0,569.6421819019317,21.0,0.0327069126032263,0.0042195054177426,0.06119431978871,49.04,295.72,60.26,95.624,24.896,0.05
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,2,50.0,571.0593890953064,20.0,0.0335642604234336,0.0146371975837488,0.0524913232631184,38.94,238.04,58.92359999999999,84.21440000000001,33.6328,0.1
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,3,50.0,573.8730042648316,19.0,0.0359579889423454,0.0177166538105928,0.054199324074098,46.06,253.44,54.8624,80.4712,29.2536,0.15
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,4,50.0,579.0619146537781,17.0,0.0387983295559518,0.0280409301231883,0.0495557289887154,39.52,255.44,50.054,67.6568,32.4512,0.2
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,5,50.0,585.6770672988891,18.0,0.0382175574354404,0.0308456545069308,0.0455894603639499,27.0,181.2,50.8768,63.6488,38.1048,0.25
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,6,50.0,594.5379967594147,16.0,0.0405233826404044,0.0334585621329518,0.047588203147857,24.38,147.2,46.9836,59.65520000000001,34.312,0.3
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,7,50.0,605.0621940231323,15.0,0.0437117632675131,0.0351355298314782,0.0522879967035479,35.66,184.64,40.8548,56.90559999999999,24.804,0.35
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,8,50.0,616.0284966373443,14.0,0.0441543113984816,0.039002482990807,0.0493061398061561,26.04,117.16,39.9896,50.5624,29.4168,0.4
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,9,50.0,629.4712496566773,13.0,0.0462399264655342,0.0416461924194546,0.0508336605116139,22.24,111.96,35.5112,45.524,25.4984,0.45
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,10,50.0,644.4187972259522,12.0,0.0474939579214654,0.0437847837642715,0.0512031320786592,19.58,89.24,32.434,41.1992,23.6688,0.5
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,11,50.0,657.7671615791321,11.0,0.0487721519936995,0.0455355404815468,0.0520087635058522,25.06,76.16,29.2172,37.6264,20.808000000000003,0.55
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,12,50.0,675.5048377418518,10.0,0.0494332625892879,0.0482431614669309,0.0506233637116449,10.6,39.84,27.3692,30.5912,24.1472,0.6
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,13,50.0,696.5148790836334,9.0,0.0501634111305531,0.0492106897692013,0.051116132491905,8.62,30.84,25.0632,27.728,22.3984,0.65
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,14,50.0,720.4927117538452,8.0,0.05088966628984,0.0500646161304984,0.0517147164491815,11.72,34.8,22.3896,25.3856,19.3936,0.7
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,15,50.0,751.023918685913,7.0,0.0516501972265925,0.0514389947855872,0.0518613996675979,7.38,27.16,19.2064,20.6848,17.727999999999998,0.75
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,16,50.0,780.0959403038025,6.0,0.0522534326094688,0.0518793216440129,0.0526275435749247,9.12,28.12,16.245600000000003,17.9072,14.584,0.8
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,17,50.0,806.3725044727325,5.0,0.0529520880007559,0.0527514162732128,0.0531527597282991,6.22,18.36,12.1412,12.9672,11.3152,0.85
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,18,50.0,830.177879896164,4.0,0.0533885419744235,0.0533586940626347,0.0534183898862123,5.6,12.8,8.6248,9.2368,8.0128,0.9
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,19,50.0,848.8246057701111,3.0,0.0538448132802465,0.0537959884985312,0.0538936380619618,1.84,3.68,3.1516,3.252,3.0512,0.95
154.0,200,20,True,5,5,50,0.01,0.5,100,10,gs,20,50.0,849.6911019992829,2.0,0.0540025225080864,0.0539583113414841,0.0540467336746887,0.0,0.0,0.0,0.0,0.0,1.0
154.0,200,20,True,5,5,50,0.01,0.5,100,10,boston,20,50.0,568.8383023357392,1.0,0.0540152825109319,0.0539441225970138,0.0540864424248499,0.0,0.0,0.0,0.0,0.0,1.0
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,1,50.0,467.6631385993958,21.0,0.0314646857754292,0.0113929943859336,0.0515363771649248,48.3,274.12,62.12,88.22560000000001,36.0144,0.05
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,2,50.0,468.92869037628174,20.0,0.032812280704519,0.0182987335995151,0.0473258278095229,42.44,271.4,59.6196,80.4976,38.7416,0.1
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,3,50.0,471.3918037414551,19.0,0.0335904940991609,0.0220623967306674,0.0451185914676545,33.8,236.04,58.2176,75.8944,40.5408,0.15
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,4,50.0,474.84136017799375,18.0,0.0340562130191788,0.0225000613289,0.0456123647094576,35.48,200.64,57.2856,75.104,39.4672,0.2
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,5,50.0,480.2769127845765,17.0,0.0360327716279546,0.0276212289553413,0.044444314300568,27.08,185.52,53.8496,68.22399999999999,39.4752,0.25
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,6,50.0,486.59405012130736,16.0,0.0368489588003132,0.0293751412141264,0.0443227763865001,27.82,163.48,52.172,65.6256,38.7184,0.3
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,7,50.0,495.44695873260497,15.0,0.0391206320353299,0.0327040657583731,0.0455371983122867,29.34,170.44,47.7512,60.6112,34.891200000000005,0.35
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,8,50.0,507.9697984600067,14.0,0.0405626529299879,0.0347529806407766,0.0463723252191992,29.92,162.96,44.8508,57.1464,32.5552,0.4
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,9,50.0,520.9744597816467,13.0,0.0408344134364849,0.0369361928274832,0.0447326340454865,18.16,116.76,44.0148,52.8336,35.196,0.45
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,10,50.0,536.6772167110444,12.0,0.0426729472390976,0.0386934637324086,0.0466524307457865,22.84,115.88,39.7292,49.6048,29.8536,0.5
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,11,50.0,553.8758659172058,11.0,0.0444681735857174,0.0405760914259052,0.0483602557455295,24.08,117.4,35.1296,45.3568,24.9024,0.55
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,12,50.0,569.5489689731598,10.0,0.0457477888033119,0.042545962856842,0.0489496147497817,23.1,94.36,31.352,40.592,22.112,0.6
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,13,50.0,584.3782711696625,9.0,0.0471633617983764,0.0445998804920709,0.0497268431046819,21.16,70.96,26.7964,34.757600000000004,18.8352,0.65
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,14,50.0,602.65308842659,8.0,0.0479916396518979,0.0465297727745887,0.0494535065292071,17.26,50.16,23.34,28.8616,17.8184,0.7
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,15,50.0,617.2676289749146,7.0,0.0487656222111788,0.0482506649140947,0.0492805795082628,9.8,27.04,20.122,22.297600000000003,17.9464,0.75
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,16,50.0,636.4962471199036,6.0,0.0494549248020705,0.0492842159971781,0.0496256336069629,5.0,15.84,16.6572,17.572,15.7424,0.8
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,17,50.0,659.1462585926056,5.0,0.0498757634882282,0.0496174383768574,0.050134088599599,5.26,15.8,14.2608,15.1416,13.38,0.85
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,18,50.0,678.7910015964508,4.0,0.0502768507900568,0.0501503664722622,0.0504033351078514,4.36,11.84,11.0744,11.7968,10.352,0.9
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,19,50.0,696.7354285907745,3.0,0.0506353549097415,0.0506348471841786,0.0506358626353044,4.26,8.52,7.201600000000001,7.626400000000001,6.7768,0.95
155.0,200,20,True,5,5,50,0.01,0.5,100,15,gs,20,50.0,697.4422480106354,2.0,0.0508916809518098,0.0508608828475584,0.0509224790560612,0.0,0.0,0.0,0.0,0.0,1.0
155.0,200,20,True,5,5,50,0.01,0.5,100,15,boston,20,50.0,467.1012858390808,1.0,0.050908886680205,0.0509726752011535,0.0508450981592564,0.0,0.0,0.0,0.0,0.0,1.0
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,1,50.0,467.41489239692686,21.0,0.0314646857754292,0.0113929943859336,0.0515363771649248,48.3,274.12,62.12,88.22560000000001,36.0144,0.05
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,2,50.0,468.6457514476776,20.0,0.032812280704519,0.0182987335995151,0.0473258278095229,42.44,271.4,59.6196,80.4976,38.7416,0.1
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,3,50.0,470.9708321380615,19.0,0.0335904940991609,0.0220623967306674,0.0451185914676545,33.8,236.04,58.2176,75.8944,40.5408,0.15
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,4,50.0,474.2449381065369,18.0,0.0340562130191788,0.0225000613289,0.0456123647094576,35.48,200.64,57.2856,75.104,39.4672,0.2
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,5,50.0,479.5763228321076,17.0,0.0360327716279546,0.0276212289553413,0.044444314300568,27.08,185.52,53.8496,68.22399999999999,39.4752,0.25
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,6,50.0,485.5689523887634,16.0,0.0368489588003132,0.0293751412141264,0.0443227763865001,27.82,163.48,52.172,65.6256,38.7184,0.3
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,7,50.0,494.3139822292328,15.0,0.0391206320353299,0.0327040657583731,0.0455371983122867,29.34,170.44,47.7512,60.6112,34.891200000000005,0.35
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,8,50.0,506.9078420829773,14.0,0.0405626529299879,0.0347529806407766,0.0463723252191992,29.92,162.96,44.8508,57.1464,32.5552,0.4
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,9,50.0,520.3716211128235,13.0,0.0408344134364849,0.0369361928274832,0.0447326340454865,18.16,116.76,44.0148,52.8336,35.196,0.45
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,10,50.0,535.9828163719177,12.0,0.0426729472390976,0.0386934637324086,0.0466524307457865,22.84,115.88,39.7292,49.6048,29.8536,0.5
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,11,50.0,552.9972418212891,11.0,0.0444681735857174,0.0405760914259052,0.0483602557455295,24.08,117.4,35.1296,45.3568,24.9024,0.55
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,12,50.0,569.0223701000214,10.0,0.0457477888033119,0.042545962856842,0.0489496147497817,23.1,94.36,31.352,40.592,22.112,0.6
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,13,50.0,584.0865223217011,9.0,0.0471633617983764,0.0445998804920709,0.0497268431046819,21.16,70.96,26.7964,34.757600000000004,18.8352,0.65
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,14,50.0,602.6536160850525,8.0,0.0479916396518979,0.0465297727745887,0.0494535065292071,17.26,50.16,23.34,28.8616,17.8184,0.7
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,15,50.0,618.1107713508605,7.0,0.0487656222111788,0.0482506649140947,0.0492805795082628,9.8,27.04,20.122,22.297600000000003,17.9464,0.75
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,16,50.0,638.05441655159,6.0,0.0494549248020705,0.0492842159971781,0.0496256336069629,5.0,15.84,16.6572,17.572,15.7424,0.8
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,17,50.0,661.493106060028,5.0,0.0498757634882282,0.0496174383768574,0.050134088599599,5.26,15.8,14.2608,15.1416,13.38,0.85
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,18,50.0,681.2688265419006,4.0,0.0502768507900568,0.0501503664722622,0.0504033351078514,4.36,11.84,11.0744,11.7968,10.352,0.9
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,19,50.0,699.4825741958618,3.0,0.0506353549097415,0.0506348471841786,0.0506358626353044,4.26,8.52,7.201600000000001,7.626400000000001,6.7768,0.95
156.0,200,20,True,5,5,50,0.01,0.5,100,20,gs,20,50.0,700.173894329071,2.0,0.0508916809518098,0.0508608828475584,0.0509224790560612,0.0,0.0,0.0,0.0,0.0,1.0
156.0,200,20,True,5,5,50,0.01,0.5,100,20,boston,20,50.0,466.8638457298279,1.0,0.050908886680205,0.0509726752011535,0.0508450981592564,0.0,0.0,0.0,0.0,0.0,1.0
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,1,75.0,668.7421159648895,21.0,0.032973545448745,0.0155104655590817,0.0387945720786328,61.12,332.84,60.32,83.9552,52.4416,0.05
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,2,75.0,670.7932802200318,20.0,0.0336386851643851,0.0209628777916225,0.0378639542886393,50.9,304.28,58.708,77.63680000000001,52.3984,0.1
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,3,75.0,674.5804438591003,19.0,0.0346569131828212,0.0224251802550827,0.0387341574920674,38.14,269.68,56.7372,75.4944,50.48480000000001,0.15
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,4,75.0,679.9415949916839,18.0,0.0354558982003877,0.0235198922991472,0.0394345668341345,45.52,247.92,55.0632,73.86880000000001,48.79466666666667,0.2
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,5,75.0,687.867509469986,17.0,0.035853132629479,0.0274734411370809,0.038646363126945,26.72,182.72,54.332,68.3664,49.65386666666667,0.25
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,6,75.0,696.7784579467774,16.0,0.0373441476230593,0.0314392531945501,0.0393124457658957,33.22,182.16,51.5108,62.9648,47.692800000000005,0.3
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,7,75.0,709.33746966362,15.0,0.0392140689447255,0.0334247391646262,0.0411438455380919,31.84,177.04,47.7492,59.6032,43.79786666666667,0.35
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,8,75.0,726.0841214179993,14.0,0.040549802028945,0.034738616558961,0.0424868638522729,30.94,163.2,44.9312,57.0976,40.87573333333333,0.4
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,9,75.0,744.2568392848968,13.0,0.0409289279748318,0.037071934171026,0.0422145925761004,18.28,116.28,43.9532,52.7008,41.037333333333336,0.45
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,10,75.0,764.7474255561829,12.0,0.0426970346662294,0.0388003111889113,0.0439959424920021,22.98,114.72,39.8716,49.5584,36.64266666666667,0.5
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,11,75.0,787.9537846946716,11.0,0.0445283731607351,0.0406472896735209,0.0458220676564732,24.48,117.72,35.092800000000004,45.305600000000005,31.688533333333336,0.55
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,12,75.0,811.6330884933471,10.0,0.0458300387221146,0.0425640907902256,0.0469186880327443,23.16,95.8,31.292,40.4992,28.222933333333334,0.6
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,13,75.0,833.5696107578277,9.0,0.0472603301944902,0.0446604524478554,0.0481269561100351,21.94,75.32,26.6416,34.784,23.927466666666668,0.65
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,14,75.0,857.2100751876831,8.0,0.0481813579773289,0.0465161022862288,0.0487364432076956,18.46,53.04,22.8888,28.7008,20.95146666666667,0.7
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,15,75.0,878.4595196914673,7.0,0.0488428314823267,0.0480698081002791,0.0491005059430093,10.26,27.4,19.9732,22.6096,19.0944,0.75
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,16,75.0,907.5449577999116,6.0,0.0494760806539689,0.0491904288246397,0.049571297930412,5.22,16.64,16.6156,17.656,16.268800000000002,0.8
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,17,75.0,942.2817270565032,5.0,0.0498983481144961,0.0497898237518871,0.0499345229020325,5.62,16.96,14.192,15.064,13.901333333333332,0.85
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,18,75.0,974.6153442287446,4.0,0.0503044849289197,0.0502693128680487,0.05031620894921,4.88,13.4,10.9416,11.726400000000002,10.68,0.9
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,19,75.0,1002.0968838691712,3.0,0.0506056014662057,0.0506722346852142,0.0505833903932028,4.8,9.6,7.146800000000001,7.6048,6.994133333333333,0.95
157.0,200,20,True,5,5,50,0.01,0.75,50,10,gs,20,75.0,1003.0450260829924,2.0,0.0508854008717623,0.0511278193956593,0.05080459469713,0.0,0.0,0.0,0.0,0.0,1.0
157.0,200,20,True,5,5,50,0.01,0.75,50,10,boston,20,75.0,667.962047405243,1.0,0.050908886680205,0.0509763737409788,0.0508863909932804,0.0,0.0,0.0,0.0,0.0,1.0
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,1,75.0,664.9531785583496,21.0,0.0330370223818421,0.015563378574332,0.0388615703176787,61.16,341.16,60.0,83.8784,52.040533333333336,0.05
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,2,75.0,666.8965210247039,20.0,0.0337256419688084,0.0207643514422104,0.038046072144341,50.9,303.72,58.568000000000005,77.85600000000001,52.138666666666666,0.1
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,3,75.0,670.6520480918884,19.0,0.0347304990156411,0.0226376754011067,0.0387614402204858,38.84,279.36,56.4172,75.2432,50.141866666666665,0.15
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,4,75.0,675.7858552074432,18.0,0.0351553923552991,0.0234156268019834,0.0390686475397377,45.42,249.68,55.45399999999999,74.02720000000001,49.262933333333336,0.2
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,5,75.0,682.9961064624787,17.0,0.0359604587462505,0.0273772802134335,0.0388215182571895,26.94,180.36,54.2112,68.4816,49.45440000000001,0.25
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,6,75.0,691.9797562217713,16.0,0.0374244771799379,0.0310915911339544,0.0395354391952657,33.2,185.0,51.33560000000001,63.4496,47.2976,0.3
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,7,75.0,704.3691768264771,15.0,0.0392236616982944,0.0334032528427322,0.0411637979834819,31.66,175.84,47.8384,59.6592,43.89813333333333,0.35
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,8,75.0,721.4661641025543,14.0,0.0406588806110801,0.0348097916055278,0.0426085769462642,31.08,165.8,44.704800000000006,57.088,40.57706666666667,0.4
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,9,75.0,739.7023275089264,13.0,0.0409588717641085,0.0370158536446849,0.0422732111372497,18.48,117.76,43.8432,52.76480000000001,40.86933333333334,0.45
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,10,75.0,760.5487187480926,12.0,0.04266942131775,0.0385888231108502,0.0440296207200499,22.9,115.2,39.8764,49.7696,36.57866666666667,0.5
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,11,75.0,783.7756244277954,11.0,0.0446025388604856,0.0407151983134968,0.0458983190428153,24.58,118.92,34.943200000000004,45.0784,31.5648,0.55
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,12,75.0,807.3435291957855,10.0,0.0458126903359867,0.0425298753927887,0.0469069619837193,23.22,95.32,31.3716,40.5296,28.318933333333334,0.6
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,13,75.0,831.8586003303528,9.0,0.0472865638034172,0.0444550269219581,0.0482304094305702,22.08,76.28,26.5856,34.8272,23.8384,0.65
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,14,75.0,856.4069922065735,8.0,0.0482245650935934,0.0466393627691264,0.0487529658684157,18.36,52.84,22.8688,28.6016,20.957866666666668,0.7
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,15,75.0,878.0589339256287,7.0,0.0488396896320968,0.0481791804890768,0.0490598593464368,10.24,27.56,19.9588,22.456,19.1264,0.75
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,16,75.0,908.1003952312468,6.0,0.0494956983068313,0.049193847426395,0.0495963152669768,5.46,17.64,16.5824,17.761599999999998,16.189333333333334,0.8
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,17,75.0,939.332695159912,5.0,0.0498945460324049,0.0497954291090958,0.0499275850068413,5.7,17.48,14.182,15.1952,13.844266666666668,0.85
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,18,75.0,970.2861845207216,4.0,0.0502756483718246,0.050232227087729,0.0502901221331898,4.78,12.88,10.9784,11.8,10.704533333333334,0.9
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,19,75.0,997.0807918357848,3.0,0.0506296002747433,0.0505833445286881,0.0506450188567617,4.82,9.64,7.126400000000001,7.681599999999999,6.941333333333334,0.95
158.0,200,20,True,5,5,50,0.01,0.75,50,15,gs,20,75.0,997.9847002887726,2.0,0.05088201764822,0.0509284093873145,0.0508665537351885,0.0,0.0,0.0,0.0,0.0,1.0
158.0,200,20,True,5,5,50,0.01,0.75,50,15,boston,20,75.0,664.1246978759766,1.0,0.050908886680205,0.0509763737409788,0.0508863909932804,0.0,0.0,0.0,0.0,0.0,1.0
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,1,75.0,664.3939928340911,21.0,0.0330370223818421,0.015563378574332,0.0388615703176787,61.16,341.16,60.0,83.8784,52.040533333333336,0.05
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,2,75.0,666.3770503711701,20.0,0.0337256419688084,0.0207643514422104,0.038046072144341,50.9,303.72,58.568000000000005,77.85600000000001,52.138666666666666,0.1
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,3,75.0,670.0931883144378,19.0,0.0347304990156411,0.0226376754011067,0.0387614402204858,38.84,279.36,56.4172,75.2432,50.141866666666665,0.15
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,4,75.0,675.1549488735199,18.0,0.0351553923552991,0.0234156268019834,0.0390686475397377,45.42,249.68,55.45399999999999,74.02720000000001,49.262933333333336,0.2
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,5,75.0,682.2329295253753,17.0,0.0359604587462505,0.0273772802134335,0.0388215182571895,26.94,180.36,54.2112,68.4816,49.45440000000001,0.25
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,6,75.0,691.086191148758,16.0,0.0374244771799379,0.0310915911339544,0.0395354391952657,33.2,185.0,51.33560000000001,63.4496,47.2976,0.3
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,7,75.0,703.5733643913269,15.0,0.0392236616982944,0.0334032528427322,0.0411637979834819,31.66,175.84,47.8384,59.6592,43.89813333333333,0.35
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,8,75.0,720.7072914409638,14.0,0.0406588806110801,0.0348097916055278,0.0426085769462642,31.08,165.8,44.704800000000006,57.088,40.57706666666667,0.4
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,9,75.0,738.3999251461029,13.0,0.0409588717641085,0.0370158536446849,0.0422732111372497,18.48,117.76,43.8432,52.76480000000001,40.86933333333334,0.45
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,10,75.0,759.5649355506897,12.0,0.04266942131775,0.0385888231108502,0.0440296207200499,22.9,115.2,39.8764,49.7696,36.57866666666667,0.5
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,11,75.0,783.799295091629,11.0,0.0446025388604856,0.0407151983134968,0.0458983190428153,24.58,118.92,34.943200000000004,45.0784,31.5648,0.55
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,12,75.0,807.5761184883117,10.0,0.0458126903359867,0.0425298753927887,0.0469069619837193,23.22,95.32,31.3716,40.5296,28.318933333333334,0.6
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,13,75.0,830.8594016170501,9.0,0.0472865638034172,0.0444550269219581,0.0482304094305702,22.08,76.28,26.5856,34.8272,23.8384,0.65
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,14,75.0,855.3393616771698,8.0,0.0482245650935934,0.0466393627691264,0.0487529658684157,18.36,52.84,22.8688,28.6016,20.957866666666668,0.7
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,15,75.0,877.384401626587,7.0,0.0488396896320968,0.0481791804890768,0.0490598593464368,10.24,27.56,19.9588,22.456,19.1264,0.75
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,16,75.0,907.4036582565308,6.0,0.0494956983068313,0.049193847426395,0.0495963152669768,5.46,17.64,16.5824,17.761599999999998,16.189333333333334,0.8
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,17,75.0,939.398089017868,5.0,0.0498945460324049,0.0497954291090958,0.0499275850068413,5.7,17.48,14.182,15.1952,13.844266666666668,0.85
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,18,75.0,970.5913582515716,4.0,0.0502756483718246,0.050232227087729,0.0502901221331898,4.78,12.88,10.9784,11.8,10.704533333333334,0.9
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,19,75.0,997.7068251132964,3.0,0.0506296002747433,0.0505833445286881,0.0506450188567617,4.82,9.64,7.126400000000001,7.681599999999999,6.941333333333334,0.95
159.0,200,20,True,5,5,50,0.01,0.75,50,20,gs,20,75.0,998.6141006088257,2.0,0.05088201764822,0.0509284093873145,0.0508665537351885,0.0,0.0,0.0,0.0,0.0,1.0
159.0,200,20,True,5,5,50,0.01,0.75,50,20,boston,20,75.0,663.5321053314209,1.0,0.050908886680205,0.0509763737409788,0.0508863909932804,0.0,0.0,0.0,0.0,0.0,1.0
