experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,utility_rating_in_experiment,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students,k_to_schools_ratio
304.0,400,20,True,5,5,50,0.002,1.0,0,10,gs,19,100.0,7185.446589040756,3.0,0.0500043970623914,0.0,0.0500043970623914,11.3,45.44,3.7294,0.0,3.7294,0.95
304.0,400,20,True,5,5,50,0.002,1.0,0,10,gs,20,100.0,7188.3546947097775,1.0,0.0501450255988834,0.0,0.0501450255988834,0.0,0.0,0.0,0.0,0.0,1.0
304.0,400,20,True,5,5,50,0.002,1.0,0,10,boston,20,100.0,4796.075188379287,2.0,0.0501412296030441,0.0,0.0501412296030441,0.0,0.0,0.0,0.0,0.0,1.0
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,1,100.0,5600.206563005448,18.0,0.0456446591418838,0.0,0.0456446591418838,81.9,1496.6,39.85,0.0,39.85,0.05
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,2,100.0,5622.730857114791,20.0,0.0424049861184444,0.0,0.0424049861184444,81.19,1609.44,43.4882,0.0,43.4882,0.1
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,3,100.0,5653.228654098511,21.0,0.0417049188765682,0.0,0.0417049188765682,75.08,1483.0,43.865,0.0,43.865,0.15
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,4,100.0,5700.554441900254,19.0,0.0434501921453101,0.0,0.0434501921453101,76.2,1395.44,41.587,0.0,41.587,0.2
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,5,100.0,5777.587479467392,16.0,0.0469341087371603,0.0,0.0469341087371603,93.78,1469.68,35.5696,0.0,35.5696,0.25
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,6,100.0,5843.58478017807,17.0,0.0463027880655012,0.0,0.0463027880655012,93.4,1167.16,36.4924,0.0,36.4924,0.3
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,7,100.0,5941.262921714782,15.0,0.0476565985182414,0.0,0.0476565985182414,78.29,1072.92,32.9978,0.0,32.9978,0.35
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,8,100.0,6055.212831726074,14.0,0.0482527426832531,0.0,0.0482527426832531,83.14,971.2,31.088,0.0,31.088,0.4
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,9,100.0,6180.892139787674,13.0,0.0484061133789097,0.0,0.0484061133789097,52.34,660.96,30.575,0.0,30.575,0.45
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,10,100.0,6337.936718854904,12.0,0.0506648817513545,0.0,0.0506648817513545,57.68,736.08,24.754,0.0,24.754,0.5
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,11,100.0,6618.067996931076,10.0,0.0518973211620691,0.0,0.0518973211620691,71.6,757.64,20.7506,0.0,20.7506,0.55
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,12,100.0,6820.424183902741,11.0,0.0512306348840413,0.0,0.0512306348840413,54.06,476.84,22.1528,0.0,22.1528,0.6
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,13,100.0,7088.007173528671,9.0,0.0526630020961508,0.0,0.0526630020961508,45.36,459.44,16.8402,0.0,16.8402,0.65
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,14,100.0,7327.072617292404,7.0,0.0531126205774549,0.0,0.0531126205774549,46.25,387.88,14.5208,0.0,14.5208,0.7
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,15,100.0,7554.93404554367,8.0,0.0530338707007396,0.0,0.0530338707007396,27.83,201.08,14.159,0.0,14.159,0.75
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,16,100.0,7790.006112918853,6.0,0.0532090724202368,0.0,0.0532090724202368,15.78,132.4,12.773600000000002,0.0,12.773600000000002,0.8
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,17,100.0,8006.565879287719,5.0,0.0536634081007778,0.0,0.0536634081007778,22.72,146.44,9.5818,0.0,9.5818,0.85
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,18,100.0,8198.060492973327,4.0,0.0538297172041773,0.0,0.0538297172041773,19.76,107.8,7.3266,0.0,7.3266,0.9
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,19,100.0,8348.091205158235,3.0,0.0540073118630115,0.0,0.0540073118630115,12.52,50.72,4.1808000000000005,0.0,4.1808000000000005,0.95
305.0,400,20,True,5,5,50,0.002,1.0,0,15,gs,20,100.0,8351.04784491539,1.0,0.054163887458143,0.0,0.054163887458143,0.0,0.0,0.0,0.0,0.0,1.0
305.0,400,20,True,5,5,50,0.002,1.0,0,15,boston,20,100.0,5588.86069188118,2.0,0.0541527944312925,0.0,0.0541527944312925,0.0,0.0,0.0,0.0,0.0,1.0
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,1,100.0,5024.979708766938,16.0,0.0483339073142984,0.0,0.0483339073142984,79.37,1668.96,34.23,0.0,34.23,0.05
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,2,100.0,5044.077817363739,21.0,0.0418785524248118,0.0,0.0418785524248118,80.81,1695.16,42.718,0.0,42.718,0.1
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,3,100.0,5082.416871490478,18.0,0.0467820983347245,0.0,0.0467820983347245,97.93,1915.28,35.8206,0.0,35.8206,0.15
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,4,100.0,5121.750490131378,20.0,0.0446372439616212,0.0,0.0446372439616212,97.83,1474.84,39.663,0.0,39.663,0.2
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,5,100.0,5183.149449710846,19.0,0.0459685133570968,0.0,0.0459685133570968,83.32,1304.36,36.255,0.0,36.255,0.25
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,6,100.0,5263.348499383927,17.0,0.0473072105568704,0.0,0.0473072105568704,86.63,1266.96,32.6182,0.0,32.6182,0.3
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,7,100.0,5377.5506869792935,14.0,0.0488569859465739,0.0,0.0488569859465739,80.88,1135.76,28.9514,0.0,28.9514,0.35
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,8,100.0,5503.208554925918,15.0,0.048513807411208,0.0,0.048513807411208,50.81,829.84,28.894,0.0,28.894,0.4
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,9,100.0,5672.905457429886,12.0,0.052331664465303,0.0,0.052331664465303,71.17,1072.08,20.3364,0.0,20.3364,0.45
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,10,100.0,5842.551829376221,13.0,0.0522127224288643,0.0,0.0522127224288643,75.47,852.56,20.7134,0.0,20.7134,0.5
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,11,100.0,6011.014817819595,11.0,0.0528138662785271,0.0,0.0528138662785271,54.36,652.48,18.072,0.0,18.072,0.55
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,12,100.0,6179.968391294479,10.0,0.0529761742257181,0.0,0.0529761742257181,45.98,484.6,17.5128,0.0,17.5128,0.6
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,13,100.0,6365.54160287857,9.0,0.0540090041601194,0.0,0.0540090041601194,63.46,467.72,13.6596,0.0,13.6596,0.65
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,14,100.0,6551.320086336136,8.0,0.0540589695647546,0.0,0.0540589695647546,32.49,283.92,12.291200000000002,0.0,12.291200000000002,0.7
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,15,100.0,6789.205796661377,7.0,0.0544070811193912,0.0,0.0544070811193912,28.1,228.56,10.7068,0.0,10.7068,0.75
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,16,100.0,7010.866306056976,6.0,0.0545083605774469,0.0,0.0545083605774469,16.62,142.28,9.4702,0.0,9.4702,0.8
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,17,100.0,7232.1689257335665,5.0,0.0547184998712316,0.0,0.0547184998712316,14.86,107.28,7.7598,0.0,7.7598,0.85
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,18,100.0,7394.38969209671,4.0,0.0549564100660387,0.0,0.0549564100660387,15.96,87.2,5.522,0.0,5.522,0.9
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,19,100.0,7524.138290205002,3.0,0.0551382436212305,0.0,0.0551382436212305,8.98,36.84,2.9384,0.0,2.9384,0.95
306.0,400,20,True,5,5,50,0.002,1.0,0,20,gs,20,100.0,7527.123868970871,1.0,0.0552243110749497,0.0,0.0552243110749497,0.0,0.0,0.0,0.0,0.0,1.0
306.0,400,20,True,5,5,50,0.002,1.0,0,20,boston,20,100.0,5010.720168914795,2.0,0.055215992455535,0.0,0.055215992455535,0.0,0.0,0.0,0.0,0.0,1.0
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,1,50.0,2285.007249479294,18.0,0.0331189391005092,0.0076875786705332,0.0585502995304852,50.0,750.84,58.31,92.1,24.52,0.05
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,2,50.0,2290.3422265911104,20.0,0.0308681389252142,0.0125507681106902,0.0491855097397383,50.0,647.64,61.1024,86.6012,35.6036,0.1
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,3,50.0,2303.687430315017,21.0,0.0298990517399058,0.0181558309655769,0.0416422725142346,39.87,492.48,62.3434,80.05680000000001,44.63,0.15
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,4,50.0,2327.0618945217134,17.0,0.0335616548231074,0.0224502908224358,0.044673018823779,40.51,562.2,56.1484,74.634,37.6628,0.2
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,5,50.0,2347.34841796875,19.0,0.0331145726546578,0.0254777196862057,0.0407514256231099,34.27,426.68,57.2612,70.36319999999999,44.1592,0.25
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,6,50.0,2373.619419384003,16.0,0.0351495501236699,0.0281215555238856,0.0421775447234542,37.92,463.2,52.9358,66.368,39.5036,0.3
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,7,50.0,2415.2852115631104,15.0,0.0373664277639242,0.0322257371851965,0.042507118342652,32.91,468.44,48.537600000000005,60.124,36.9512,0.35
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,8,50.0,2475.8002605438232,14.0,0.040723494923721,0.034405869287852,0.04704112055959,31.59,510.6,41.4132,56.6004,26.226,0.4
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,9,50.0,2545.041217403412,13.0,0.0414052881344569,0.036023390613584,0.0467871856553299,31.15,445.32,39.546,53.602,25.49,0.45
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,10,50.0,2636.0730591106417,12.0,0.0439909612133318,0.0394242669399009,0.0485576554867627,40.63,488.84,33.0402,47.166,18.9144,0.5
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,11,50.0,2722.3442827415465,11.0,0.0447160624084933,0.0413097337708553,0.0481223910461314,34.11,376.56,31.1688,42.724,19.6136,0.55
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,12,50.0,2817.898345994949,10.0,0.0455693333459154,0.0432665707116781,0.0478720959801527,26.68,290.2,28.5554,37.342400000000005,19.7684,0.6
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,13,50.0,2922.6450952720643,9.0,0.0464232730473405,0.0448940890306043,0.0479524570640767,24.91,253.92,25.5346,32.711200000000005,18.358,0.65
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,14,50.0,3029.9866051483154,8.0,0.0471239150130086,0.0458909933071345,0.0483568367188827,19.6,175.92,22.8064,28.2952,17.3176,0.7
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,15,50.0,3124.2059055805207,7.0,0.048057434360133,0.0466818105875124,0.0494330581327536,21.58,169.72,18.1552,24.9036,11.4068,0.75
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,16,50.0,3215.607402229309,6.0,0.048838797563249,0.0478194181061604,0.0498581770203375,22.43,133.84,13.8468,19.9024,7.7912,0.8
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,17,50.0,3292.6581384563447,5.0,0.0493418066012349,0.0491732255837424,0.0495103876187274,11.95,66.6,10.367,11.922,8.812000000000001,0.85
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,18,50.0,3360.3479464912416,4.0,0.0497374628475761,0.0495905698691194,0.0498843558260328,6.28,33.52,7.03,7.812800000000001,6.2472,0.9
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,19,50.0,3419.367065677643,3.0,0.0499657688493195,0.049874724190142,0.0500568135084969,4.81,19.24,4.2436,4.6724,3.8148,0.95
307.0,400,20,True,5,5,50,0.005,0.5,200,10,gs,20,50.0,3421.048774433136,2.0,0.0501380132952171,0.0501878257306891,0.050088200859745,0.0,0.0,0.0,0.0,0.0,1.0
307.0,400,20,True,5,5,50,0.005,0.5,200,10,boston,20,50.0,2281.897595796585,1.0,0.0501412296030441,0.0501001267028464,0.0501823325032418,0.0,0.0,0.0,0.0,0.0,1.0
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,1,50.0,2165.984217205048,19.0,0.0386281689765085,0.0090817074211843,0.0681746305318327,50.0,849.28,50.86,90.6,11.12,0.05
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,2,50.0,2173.789717416764,21.0,0.0362403862545214,0.0180588366347041,0.0544219358743387,48.83,768.32,53.9776,80.6432,27.312,0.1
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,3,50.0,2187.6460019111632,20.0,0.0372303769104936,0.0237236777883821,0.050737076032605,44.35,777.8,51.7552,73.8804,29.63,0.15
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,4,50.0,2210.25012626648,18.0,0.0413773979862701,0.0286314131051235,0.0541233828674166,44.97,838.64,44.8208,67.66199999999999,21.9796,0.2
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,5,50.0,2242.5916907024384,17.0,0.0434423385863371,0.0309764244040098,0.0559082527686643,50.0,803.4,40.8412,64.4284,17.254,0.25
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,6,50.0,2273.8969756221773,16.0,0.0441308030689902,0.0371082980789516,0.0511533080590289,45.14,643.24,39.7252,55.4592,23.9912,0.3
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,7,50.0,2322.256323251724,15.0,0.0455238738153026,0.0390178600418862,0.052029887588719,43.23,588.96,36.736,52.19,21.282,0.35
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,8,50.0,2376.209575996399,14.0,0.0456999646940919,0.0400651469000176,0.0513347824881661,29.25,440.96,36.2752,49.6244,22.926,0.4
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,9,50.0,2422.525979833603,13.0,0.048561317960104,0.0416622702705175,0.0554603656496906,43.65,508.28,29.911800000000003,46.3792,13.4444,0.45
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,10,50.0,2478.024143543244,12.0,0.0493030566902914,0.0449168194198489,0.0536892939607339,41.89,422.44,27.9242,40.1096,15.7388,0.5
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,11,50.0,2539.7754060554503,11.0,0.0497074063932397,0.0467397209399126,0.0526750918465667,30.64,284.2,26.68,35.2996,18.0604,0.55
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,12,50.0,2607.8273753261565,10.0,0.0511896391182618,0.0487074721735,0.0536718060630236,25.39,228.88,22.4936,30.0752,14.912,0.6
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,13,50.0,2689.5473213005066,9.0,0.0520126797836617,0.0499134794671345,0.0541118801001889,27.54,183.88,19.6524,26.6664,12.6384,0.65
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,14,50.0,2775.5629345417024,8.0,0.0524223004967361,0.0516656976514178,0.0531789033420544,11.82,91.8,17.9862,20.566800000000004,15.405600000000002,0.7
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,15,50.0,2868.6121705818177,7.0,0.0527948004174855,0.0524525186313307,0.0531370822036402,9.63,79.4,16.171400000000002,17.9148,14.428,0.75
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,16,50.0,2982.100849208832,6.0,0.0532038276452598,0.0527998908450706,0.053607764445449,11.69,83.08,14.0598,16.1868,11.9328,0.8
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,17,50.0,3087.0522460269926,5.0,0.0536008719331541,0.0534269659790638,0.0537747778872445,7.92,58.68,11.4892,12.8744,10.104,0.85
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,18,50.0,3177.1424667072297,4.0,0.0538304290544462,0.0537544241882303,0.053906433920662,10.84,52.36,9.373,11.0956,7.650400000000001,0.9
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,19,50.0,3235.1842598247526,3.0,0.0542491924548284,0.0542710093152992,0.0542273755943576,4.61,18.44,3.9784,4.222,3.7348,0.95
308.0,400,20,True,5,5,50,0.005,0.5,200,15,gs,20,50.0,3236.8426608943937,2.0,0.0544101914988903,0.054385650564236,0.0544347324335445,0.0,0.0,0.0,0.0,0.0,1.0
308.0,400,20,True,5,5,50,0.005,0.5,200,15,boston,20,50.0,2162.6346100139617,1.0,0.0544156583249443,0.0543868665192274,0.0544444501306611,0.0,0.0,0.0,0.0,0.0,1.0
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,1,50.0,2039.8659654808043,20.0,0.0386469985949239,0.014110434952732,0.0631835622371158,47.97,862.48,50.76,85.3648,16.1552,0.05
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,2,50.0,2047.5488232898715,21.0,0.0349697825197617,0.0165705425302453,0.053369022509278,41.46,793.16,55.1234,82.40360000000001,27.843200000000003,0.1
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,3,50.0,2065.216428375244,17.0,0.0411063696794379,0.022019729494839,0.0601930098640368,50.0,928.24,45.8472,76.0684,15.626,0.15
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,4,50.0,2088.0283777618406,18.0,0.041006643192465,0.0275083648077079,0.054504921577222,50.0,765.28,46.5026,69.2144,23.7908,0.2
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,5,50.0,2110.860698451996,19.0,0.0407094436690474,0.0333984202356654,0.0480204671024295,40.15,561.12,46.9972,61.046800000000005,32.9476,0.25
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,6,50.0,2139.424590044021,16.0,0.0423899851972219,0.0354410401572911,0.0493389302371526,41.48,541.36,42.9788,57.896,28.0616,0.3
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,7,50.0,2171.9675672340395,15.0,0.0430108027830115,0.0374704450161966,0.0485511605498264,37.66,429.2,42.103,54.2544,29.9516,0.35
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,8,50.0,2212.3678487491607,14.0,0.044251606542858,0.0400152540162657,0.0484879590694504,24.04,337.52,39.6046,49.515600000000006,29.6936,0.4
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,9,50.0,2280.5678926563264,13.0,0.047787304356163,0.0421574225459744,0.0534171861663516,35.65,447.88,31.7802,45.9044,17.656,0.45
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,10,50.0,2349.9737348365784,12.0,0.0489498507381468,0.0448620875248726,0.0530376139514209,36.86,383.0,28.9838,40.6356,17.332,0.5
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,11,50.0,2420.4039375305174,11.0,0.0498972061579612,0.0467339871844584,0.0530604251314639,24.83,310.88,26.194000000000003,35.6408,16.7472,0.55
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,12,50.0,2491.11470495224,10.0,0.0508061829174758,0.0482723327987326,0.053340033036219,24.71,246.08,23.7236,31.918000000000003,15.5292,0.6
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,13,50.0,2569.8176033401487,9.0,0.0523555981488784,0.0494437192604151,0.0552674770373418,32.1,222.84,18.418,28.5424,8.2936,0.65
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,14,50.0,2644.059986782074,8.0,0.0531541194316354,0.0520019473648607,0.0543062914984101,16.25,119.56,15.201,19.47,10.932,0.7
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,15,50.0,2724.683042001724,7.0,0.0537840093709205,0.053403640142902,0.0541643785989389,12.82,91.32,12.7944,14.6992,10.8896,0.75
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,16,50.0,2822.080081071854,6.0,0.0542537939092948,0.0541134670245397,0.0543941207940499,8.62,60.92,10.465800000000002,11.3488,9.5828,0.8
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,17,50.0,2912.61014670372,5.0,0.05457383715892,0.0545341604948234,0.0546135138230166,6.97,45.0,8.5236,9.122800000000002,7.9244,0.85
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,18,50.0,2987.787400751114,4.0,0.0548718296040449,0.0547353698501174,0.0550082893579723,6.94,35.68,6.3086,6.840400000000001,5.776800000000001,0.9
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,19,50.0,3046.564700212479,3.0,0.0550876377298959,0.0550035201868692,0.0551717552729226,3.66,14.76,3.207,3.4168000000000003,2.9972000000000003,0.95
309.0,400,20,True,5,5,50,0.005,0.5,200,20,gs,20,50.0,3048.239645061493,1.0,0.0552313053500877,0.0552524747142392,0.0552101359859363,0.0,0.0,0.0,0.0,0.0,1.0
309.0,400,20,True,5,5,50,0.005,0.5,200,20,boston,20,50.0,2034.8235448646549,2.0,0.055215992455535,0.0552364076069952,0.0551955773040748,0.0,0.0,0.0,0.0,0.0,1.0
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,1,75.0,2897.6476639938355,18.0,0.0423464768046065,0.0203024663660746,0.0496944802841171,66.12,1064.96,46.22,78.9792,35.300266666666666,0.05
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,2,75.0,2908.631712226868,21.0,0.0378430200018266,0.0208043561830942,0.0435225746080707,61.57,986.6,51.1158,77.8584,42.2016,0.1
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,3,75.0,2927.090390081405,16.0,0.0430593711575158,0.0267624566954481,0.048491675978205,72.79,1040.32,43.7334,70.7192,34.73813333333334,0.15
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,4,75.0,2948.186129674912,19.0,0.0409259250317418,0.0345458635862429,0.0430526121802415,70.64,853.32,47.1604,61.024,42.5392,0.2
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,5,75.0,2977.617855644226,20.0,0.0408817085259859,0.0360647256801399,0.0424873694746012,46.94,593.44,46.7946,57.67280000000001,43.168533333333336,0.25
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,6,75.0,3023.8948397541044,17.0,0.0430260516619001,0.0409710786490733,0.0437110426661757,56.05,650.72,41.7892,51.0704,38.69546666666667,0.3
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,7,75.0,3071.5927017116546,15.0,0.0432647528895274,0.0404696736809102,0.0441964459590665,46.01,467.76,41.7304,50.5664,38.785066666666665,0.35
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,8,75.0,3132.300749721527,14.0,0.0444044874040413,0.0400993381860072,0.045839537143386,24.87,343.92,39.37,49.4704,36.0032,0.4
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,9,75.0,3229.5510622501374,13.0,0.0485276315291853,0.0433197978469516,0.0502635760899298,42.67,500.36,30.5708,44.3888,25.9648,0.45
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,10,75.0,3334.946527261734,12.0,0.0493124694416906,0.0463360499370804,0.0503046092765607,44.06,414.32,28.459,38.8904,24.981866666666665,0.5
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,11,75.0,3443.4897237968444,11.0,0.0502624188366703,0.0471645905371146,0.0512950282698556,27.33,339.48,25.44,34.9288,22.277066666666663,0.55
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,12,75.0,3540.732177457809,10.0,0.0510696691395504,0.0486495312372299,0.0518763817736572,26.73,258.16,23.2164,31.3152,20.5168,0.6
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,13,75.0,3652.880805397034,9.0,0.0528805405749154,0.0502078343473461,0.0537714426507718,38.78,253.76,17.346400000000003,27.544,13.9472,0.65
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,14,75.0,3770.107391653061,8.0,0.0534834272836313,0.0522146803783042,0.0539063429187403,19.24,138.2,14.337,19.2816,12.6888,0.7
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,15,75.0,3885.733358783722,7.0,0.0538068641829526,0.0533178800309034,0.0539698589003024,13.08,93.64,12.7542,14.7456,12.0904,0.75
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,16,75.0,4011.8688519477846,6.0,0.0542650949990416,0.0541078636576618,0.0543175054461681,8.68,61.6,10.4618,11.4016,10.148533333333331,0.8
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,17,75.0,4156.592868919372,5.0,0.0545635711908297,0.0546484528393543,0.0545352773079881,7.58,48.44,8.4722,9.0776,8.2704,0.85
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,18,75.0,4263.259639635086,4.0,0.0548647854885839,0.0548856599213705,0.0548578273443217,7.53,39.04,6.2732,6.8136,6.093066666666667,0.9
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,19,75.0,4347.977773571014,3.0,0.0550901350362914,0.0551110422256381,0.0550831659731759,4.11,16.64,3.1802,3.4,3.106933333333333,0.95
310.0,400,20,True,5,5,50,0.005,0.75,100,10,gs,20,75.0,4350.331218080521,1.0,0.0552263556434088,0.0553206322588864,0.0551949301049163,0.0,0.0,0.0,0.0,0.0,1.0
310.0,400,20,True,5,5,50,0.005,0.75,100,10,boston,20,75.0,2890.992560968399,2.0,0.055215992455535,0.0552111790933398,0.0552175969096001,0.0,0.0,0.0,0.0,0.0,1.0
32.0,100,10,True,5,5,50,0.002,0.75,25,8,gs,1,75.0,42.01777194976807,10.0,0.0957308773798691,0.060971987205566,0.1073171741046368,65.16,229.52,29.12,67.6416,16.279466666666668,0.1
32.0,100,10,True,5,5,50,0.002,0.75,25,8,gs,2,75.0,42.7861842918396,11.0,0.094427578877415,0.0524474633759301,0.1084209507112432,70.44,239.84,29.7248,70.5024,16.132266666666666,0.2
32.0,100,10,True,5,5,50,0.002,0.75,25,8,gs,3,75.0,43.97159972190857,9.0,0.102490500628497,0.0829228622784725,0.1090130467451718,74.92,291.28,17.3584,49.04,6.797866666666668,0.3
32.0,100,10,True,5,5,50,0.002,0.75,25,8,gs,4,75.0,45.73898797988892,8.0,0.1037412963376942,0.0976200134972034,0.1057817239511911,74.2,252.44,14.5208,36.368,7.2384,0.4
32.0,100,10,True,5,5,50,0.002,0.75,25,8,gs,5,75.0,48.17591693878174,6.0,0.1040116125230617,0.0995617402417118,0.1054949032835116,71.04,201.88,13.0352,31.580800000000004,6.8533333333333335,0.5
32.0,100,10,True,5,5,50,0.002,0.75,25,8,gs,6,75.0,51.23037698745728,4.0,0.1041900861368419,0.1042179884233737,0.1041807853746646,65.6,153.36,11.1104,21.7888,7.550933333333332,0.6
