experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students
18.0,30,8,True,5,10,100,0.005,1.0,0,5,gs,8,100.0,58.53869318008423,0.1258219851925848,0.0,0.1258219851925848,0.0,0.0,0.0,0.0,0.0
18.0,30,8,True,5,10,100,0.005,1.0,0,5,boston,8,100.0,48.62940349578857,0.12591295173111675,0.0,0.12591295173111675,0.0,0.0,0.0,0.0,0.0
19.0,10,2,True,5,10,100,0.005,1.0,0,1,gs,1,100.0,1.5937967157363893,0.5151631250207472,0.0,0.5151631250207472,44.6,4.46,11.4,0.0,11.4
19.0,10,2,True,5,10,100,0.005,1.0,0,1,gs,2,100.0,1.705828447341919,0.47994817456996336,0.0,0.47994817456996336,0.0,0.0,0.0,0.0,0.0
19.0,10,2,True,5,10,100,0.005,1.0,0,1,boston,2,100.0,1.487397131919861,0.47994803169607,0.0,0.47994803169607,0.0,0.0,0.0,0.0,0.0
20.0,26,3,True,5,10,100,0.005,1.0,0,3,gs,1,100.0,5.513930850028991,0.34395423884873055,0.0,0.34395423884873055,54.61538461538462,17.48,18.23076923076923,0.0,18.23076923076923
20.0,26,3,True,5,10,100,0.005,1.0,0,3,gs,2,100.0,6.030423378944397,0.34917411046002206,0.0,0.34917411046002206,58.69230769230769,15.26,4.549230769230769,0.0,4.549230769230769
20.0,26,3,True,5,10,100,0.005,1.0,0,3,gs,3,100.0,6.199576735496521,0.3352648876636231,0.0,0.3352648876636231,0.0,0.0,0.0,0.0,0.0
20.0,26,3,True,5,10,100,0.005,1.0,0,3,boston,3,100.0,5.2553362464904785,0.3356751225978092,0.0,0.3356751225978092,0.0,0.0,0.0,0.0,0.0
21.0,28,4,True,5,10,100,0.02,1.0,0,3,gs,1,100.0,8.180658087730407,0.24528341320102448,0.0,0.24528341320102448,61.85714285714286,24.18,26.857142857142858,0.0,26.857142857142858
21.0,28,4,True,5,10,100,0.02,1.0,0,3,gs,2,100.0,8.836837630271912,0.2592030605204002,0.0,0.2592030605204002,72.57142857142857,28.32,10.184285714285714,0.0,10.184285714285714
21.0,28,4,True,5,10,100,0.02,1.0,0,3,gs,3,100.0,9.364565386772156,0.25172435543358107,0.0,0.25172435543358107,61.285714285714285,17.16,4.452142857142857,0.0,4.452142857142857
21.0,28,4,True,5,10,100,0.02,1.0,0,3,gs,4,100.0,9.51342140674591,0.24826017856433757,0.0,0.24826017856433757,0.0,0.0,0.0,0.0,0.0
21.0,28,4,True,5,10,100,0.02,1.0,0,3,boston,4,100.0,7.956898016929626,0.24854814646521842,0.0,0.24854814646521842,0.0,0.0,0.0,0.0,0.0
22.0,30,6,True,5,10,100,0.02,1.0,0,3,gs,1,100.0,32.736727018356326,0.1480826586402071,0.0,0.1480826586402071,56.06666666666667,27.44,40.66666666666667,0.0,40.66666666666667
22.0,30,6,True,5,10,100,0.02,1.0,0,3,gs,2,100.0,34.00625898838043,0.16569992735426034,0.0,0.16569992735426034,74.33333333333333,40.38,24.544666666666668,0.0,24.544666666666668
22.0,30,6,True,5,10,100,0.02,1.0,0,3,gs,3,100.0,35.646341743469236,0.17319638450797825,0.0,0.17319638450797825,67.86666666666667,41.32,12.542,0.0,12.542
22.0,30,6,True,5,10,100,0.02,1.0,0,3,gs,4,100.0,37.41596153736114,0.17474178237711258,0.0,0.17474178237711258,74.13333333333333,35.58,6.413333333333334,0.0,6.413333333333334
22.0,30,6,True,5,10,100,0.02,1.0,0,3,gs,5,100.0,38.76628625869751,0.17164172669892033,0.0,0.17164172669892033,58.53333333333333,17.56,3.3586666666666667,0.0,3.3586666666666667
22.0,30,6,True,5,10,100,0.02,1.0,0,3,gs,6,100.0,39.14824672222137,0.17194033996252467,0.0,0.17194033996252467,0.0,0.0,0.0,0.0,0.0
22.0,30,6,True,5,10,100,0.02,1.0,0,3,boston,6,100.0,32.32118855953217,0.1719379816473334,0.0,0.1719379816473334,0.0,0.0,0.0,0.0,0.0
23.0,32,5,True,5,10,100,0.02,1.0,0,3,gs,1,100.0,22.10903345108032,0.20507303304593763,0.0,0.20507303304593763,54.625,26.58,30.75,0.0,30.75
23.0,32,5,True,5,10,100,0.02,1.0,0,3,gs,2,100.0,23.325407886505126,0.2220461696913282,0.0,0.2220461696913282,65.6875,35.62,15.2275,0.0,15.2275
23.0,32,5,True,5,10,100,0.02,1.0,0,3,gs,3,100.0,24.795572090148926,0.2239172592665609,0.0,0.2239172592665609,64.6875,32.36,7.65375,0.0,7.65375
23.0,32,5,True,5,10,100,0.02,1.0,0,3,gs,4,100.0,25.90522912502289,0.21950127000113437,0.0,0.21950127000113437,57.6875,18.46,3.736875,0.0,3.736875
23.0,32,5,True,5,10,100,0.02,1.0,0,3,gs,5,100.0,26.200907669067384,0.21698749962071326,0.0,0.21698749962071326,0.0,0.0,0.0,0.0,0.0
23.0,32,5,True,5,10,100,0.02,1.0,0,3,boston,5,100.0,21.741386580467225,0.21717402844610664,0.0,0.21717402844610664,0.0,0.0,0.0,0.0,0.0
24.0,18,3,True,5,10,100,0.02,1.0,0,3,gs,1,100.0,5.137834115028381,0.3669402349237255,0.0,0.3669402349237255,40.44444444444444,7.78,21.0,0.0,21.0
24.0,18,3,True,5,10,100,0.02,1.0,0,3,gs,2,100.0,5.5454157447814945,0.3813842209589062,0.0,0.3813842209589062,48.55555555555556,8.74,5.37,0.0,5.37
24.0,18,3,True,5,10,100,0.02,1.0,0,3,gs,3,100.0,5.750353860855102,0.3687056043012712,0.0,0.3687056043012712,0.0,0.0,0.0,0.0,0.0
24.0,18,3,True,5,10,100,0.02,1.0,0,3,boston,3,100.0,4.913271164894104,0.36801201638440145,0.0,0.36801201638440145,0.0,0.0,0.0,0.0,0.0
